video_stem,video_path,video_emotion,video_emotion_lbl,actor_id,sentence_key,sentence_text,audio_stem,audio_path,audio_emotion,audio_emotion_lbl,output_stem,label,method,status
1021_IWW_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1021_IWW_DIS_XX.flv,DIS,disgusted,1021,IWW,I wonder what this is about,1021_IWW_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1021_IWW_FEA_XX.wav,FEA,fearful,FAKE_T1_1021_IWW_DIS_XX__AUDIO_1021_IWW_FEA_XX,1,emotion_swap,pending
1021_ITH_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1021_ITH_HAP_XX.flv,HAP,happy,1021,ITH,I think I have a doctor's appointment,1021_ITH_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1021_ITH_NEU_XX.wav,NEU,neutral,FAKE_T1_1021_ITH_HAP_XX__AUDIO_1021_ITH_NEU_XX,1,emotion_swap,pending
1021_IOM_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1021_IOM_ANG_XX.flv,ANG,angry,1021,IOM,I'm on my way to the meeting,1021_IOM_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1021_IOM_DIS_XX.wav,DIS,disgusted,FAKE_T1_1021_IOM_ANG_XX__AUDIO_1021_IOM_DIS_XX,1,emotion_swap,pending
1021_WSI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1021_WSI_NEU_XX.flv,NEU,neutral,1021,WSI,We'll stop in a couple of minutes,1021_WSI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1021_WSI_SAD_XX.wav,SAD,sad,FAKE_T1_1021_WSI_NEU_XX__AUDIO_1021_WSI_SAD_XX,1,emotion_swap,pending
1021_IEO_DIS_MD,..\..\data\raw\CREMA-D\VideoFlash\1021_IEO_DIS_MD.flv,DIS,disgusted,1021,IEO,It's eleven o'clock,1021_IEO_FEA_MD,..\..\data\raw\CREMA-D\AudioWAV\1021_IEO_FEA_MD.wav,FEA,fearful,FAKE_T1_1021_IEO_DIS_MD__AUDIO_1021_IEO_FEA_MD,1,emotion_swap,pending
1021_TIE_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1021_TIE_NEU_XX.flv,NEU,neutral,1021,TIE,That is exactly what happened,1021_TIE_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1021_TIE_SAD_XX.wav,SAD,sad,FAKE_T1_1021_TIE_NEU_XX__AUDIO_1021_TIE_SAD_XX,1,emotion_swap,pending
1022_TAI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_TAI_HAP_XX.flv,HAP,happy,1022,TAI,The airplane is almost full,1022_TAI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_TAI_NEU_XX.wav,NEU,neutral,FAKE_T1_1022_TAI_HAP_XX__AUDIO_1022_TAI_NEU_XX,1,emotion_swap,pending
1022_WSI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_WSI_ANG_XX.flv,ANG,angry,1022,WSI,We'll stop in a couple of minutes,1022_WSI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_WSI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1022_WSI_ANG_XX__AUDIO_1022_WSI_DIS_XX,1,emotion_swap,pending
1022_IEO_HAP_MD,..\..\data\raw\CREMA-D\VideoFlash\1022_IEO_HAP_MD.flv,HAP,happy,1022,IEO,It's eleven o'clock,1022_IEO_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_IEO_NEU_XX.wav,NEU,neutral,FAKE_T1_1022_IEO_HAP_MD__AUDIO_1022_IEO_NEU_XX,1,emotion_swap,pending
1022_ITH_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_ITH_NEU_XX.flv,NEU,neutral,1022,ITH,I think I have a doctor's appointment,1022_ITH_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_ITH_SAD_XX.wav,SAD,sad,FAKE_T1_1022_ITH_NEU_XX__AUDIO_1022_ITH_SAD_XX,1,emotion_swap,pending
1022_IOM_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_IOM_SAD_XX.flv,SAD,sad,1022,IOM,I'm on my way to the meeting,1022_IOM_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_IOM_ANG_XX.wav,ANG,angry,FAKE_T1_1022_IOM_SAD_XX__AUDIO_1022_IOM_ANG_XX,1,emotion_swap,pending
1022_IWW_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_IWW_HAP_XX.flv,HAP,happy,1022,IWW,I wonder what this is about,1022_IWW_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_IWW_NEU_XX.wav,NEU,neutral,FAKE_T1_1022_IWW_HAP_XX__AUDIO_1022_IWW_NEU_XX,1,emotion_swap,pending
1022_WSI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_WSI_FEA_XX.flv,FEA,fearful,1022,WSI,We'll stop in a couple of minutes,1022_WSI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_WSI_HAP_XX.wav,HAP,happy,FAKE_T1_1022_WSI_FEA_XX__AUDIO_1022_WSI_HAP_XX,1,emotion_swap,pending
1022_IWW_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_IWW_NEU_XX.flv,NEU,neutral,1022,IWW,I wonder what this is about,1022_IWW_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_IWW_SAD_XX.wav,SAD,sad,FAKE_T1_1022_IWW_NEU_XX__AUDIO_1022_IWW_SAD_XX,1,emotion_swap,pending
1022_WSI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_WSI_HAP_XX.flv,HAP,happy,1022,WSI,We'll stop in a couple of minutes,1022_WSI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_WSI_NEU_XX.wav,NEU,neutral,FAKE_T1_1022_WSI_HAP_XX__AUDIO_1022_WSI_NEU_XX,1,emotion_swap,pending
1022_ITS_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_ITS_HAP_XX.flv,HAP,happy,1022,ITS,I think I've seen this before,1022_ITS_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_ITS_NEU_XX.wav,NEU,neutral,FAKE_T1_1022_ITS_HAP_XX__AUDIO_1022_ITS_NEU_XX,1,emotion_swap,pending
1022_IEO_SAD_MD,..\..\data\raw\CREMA-D\VideoFlash\1022_IEO_SAD_MD.flv,SAD,sad,1022,IEO,It's eleven o'clock,1022_IEO_ANG_MD,..\..\data\raw\CREMA-D\AudioWAV\1022_IEO_ANG_MD.wav,ANG,angry,FAKE_T1_1022_IEO_SAD_MD__AUDIO_1022_IEO_ANG_MD,1,emotion_swap,pending
1022_MTI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_MTI_DIS_XX.flv,DIS,disgusted,1022,MTI,Maybe tomorrow it will be cold,1022_MTI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_MTI_FEA_XX.wav,FEA,fearful,FAKE_T1_1022_MTI_DIS_XX__AUDIO_1022_MTI_FEA_XX,1,emotion_swap,pending
1022_IEO_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_IEO_NEU_XX.flv,NEU,neutral,1022,IEO,It's eleven o'clock,1022_IEO_SAD_MD,..\..\data\raw\CREMA-D\AudioWAV\1022_IEO_SAD_MD.wav,SAD,sad,FAKE_T1_1022_IEO_NEU_XX__AUDIO_1022_IEO_SAD_MD,1,emotion_swap,pending
1022_ITS_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_ITS_NEU_XX.flv,NEU,neutral,1022,ITS,I think I've seen this before,1022_ITS_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_ITS_SAD_XX.wav,SAD,sad,FAKE_T1_1022_ITS_NEU_XX__AUDIO_1022_ITS_SAD_XX,1,emotion_swap,pending
1022_TAI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_TAI_SAD_XX.flv,SAD,sad,1022,TAI,The airplane is almost full,1022_TAI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_TAI_ANG_XX.wav,ANG,angry,FAKE_T1_1022_TAI_SAD_XX__AUDIO_1022_TAI_ANG_XX,1,emotion_swap,pending
1022_ITS_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_ITS_ANG_XX.flv,ANG,angry,1022,ITS,I think I've seen this before,1022_ITS_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_ITS_DIS_XX.wav,DIS,disgusted,FAKE_T1_1022_ITS_ANG_XX__AUDIO_1022_ITS_DIS_XX,1,emotion_swap,pending
1022_ITS_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_ITS_DIS_XX.flv,DIS,disgusted,1022,ITS,I think I've seen this before,1022_ITS_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_ITS_FEA_XX.wav,FEA,fearful,FAKE_T1_1022_ITS_DIS_XX__AUDIO_1022_ITS_FEA_XX,1,emotion_swap,pending
1022_MTI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_MTI_SAD_XX.flv,SAD,sad,1022,MTI,Maybe tomorrow it will be cold,1022_MTI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_MTI_ANG_XX.wav,ANG,angry,FAKE_T1_1022_MTI_SAD_XX__AUDIO_1022_MTI_ANG_XX,1,emotion_swap,pending
1022_TIE_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_TIE_FEA_XX.flv,FEA,fearful,1022,TIE,That is exactly what happened,1022_TIE_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_TIE_HAP_XX.wav,HAP,happy,FAKE_T1_1022_TIE_FEA_XX__AUDIO_1022_TIE_HAP_XX,1,emotion_swap,pending
1022_IOM_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_IOM_NEU_XX.flv,NEU,neutral,1022,IOM,I'm on my way to the meeting,1022_IOM_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_IOM_SAD_XX.wav,SAD,sad,FAKE_T1_1022_IOM_NEU_XX__AUDIO_1022_IOM_SAD_XX,1,emotion_swap,pending
1022_MTI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_MTI_ANG_XX.flv,ANG,angry,1022,MTI,Maybe tomorrow it will be cold,1022_MTI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_MTI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1022_MTI_ANG_XX__AUDIO_1022_MTI_DIS_XX,1,emotion_swap,pending
1022_WSI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1022_WSI_DIS_XX.flv,DIS,disgusted,1022,WSI,We'll stop in a couple of minutes,1022_WSI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1022_WSI_FEA_XX.wav,FEA,fearful,FAKE_T1_1022_WSI_DIS_XX__AUDIO_1022_WSI_FEA_XX,1,emotion_swap,pending
1023_ITH_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_ITH_DIS_XX.flv,DIS,disgusted,1023,ITH,I think I have a doctor's appointment,1023_ITH_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_ITH_FEA_XX.wav,FEA,fearful,FAKE_T1_1023_ITH_DIS_XX__AUDIO_1023_ITH_FEA_XX,1,emotion_swap,pending
1023_MTI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_MTI_SAD_XX.flv,SAD,sad,1023,MTI,Maybe tomorrow it will be cold,1023_MTI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_MTI_ANG_XX.wav,ANG,angry,FAKE_T1_1023_MTI_SAD_XX__AUDIO_1023_MTI_ANG_XX,1,emotion_swap,pending
1023_IOM_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_IOM_ANG_XX.flv,ANG,angry,1023,IOM,I'm on my way to the meeting,1023_IOM_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_IOM_DIS_XX.wav,DIS,disgusted,FAKE_T1_1023_IOM_ANG_XX__AUDIO_1023_IOM_DIS_XX,1,emotion_swap,pending
1023_DFA_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_DFA_NEU_XX.flv,NEU,neutral,1023,DFA,Don't forget a jacket,1023_DFA_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_DFA_SAD_XX.wav,SAD,sad,FAKE_T1_1023_DFA_NEU_XX__AUDIO_1023_DFA_SAD_XX,1,emotion_swap,pending
1023_TSI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_TSI_NEU_XX.flv,NEU,neutral,1023,TSI,The surface is slippery,1023_TSI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_TSI_SAD_XX.wav,SAD,sad,FAKE_T1_1023_TSI_NEU_XX__AUDIO_1023_TSI_SAD_XX,1,emotion_swap,pending
1023_WSI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_WSI_FEA_XX.flv,FEA,fearful,1023,WSI,We'll stop in a couple of minutes,1023_WSI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_WSI_HAP_XX.wav,HAP,happy,FAKE_T1_1023_WSI_FEA_XX__AUDIO_1023_WSI_HAP_XX,1,emotion_swap,pending
1023_TIE_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_TIE_HAP_XX.flv,HAP,happy,1023,TIE,That is exactly what happened,1023_TIE_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_TIE_NEU_XX.wav,NEU,neutral,FAKE_T1_1023_TIE_HAP_XX__AUDIO_1023_TIE_NEU_XX,1,emotion_swap,pending
1023_IWW_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_IWW_DIS_XX.flv,DIS,disgusted,1023,IWW,I wonder what this is about,1023_IWW_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_IWW_FEA_XX.wav,FEA,fearful,FAKE_T1_1023_IWW_DIS_XX__AUDIO_1023_IWW_FEA_XX,1,emotion_swap,pending
1023_IWW_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_IWW_SAD_XX.flv,SAD,sad,1023,IWW,I wonder what this is about,1023_IWW_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_IWW_ANG_XX.wav,ANG,angry,FAKE_T1_1023_IWW_SAD_XX__AUDIO_1023_IWW_ANG_XX,1,emotion_swap,pending
1023_IEO_ANG_MD,..\..\data\raw\CREMA-D\VideoFlash\1023_IEO_ANG_MD.flv,ANG,angry,1023,IEO,It's eleven o'clock,1023_IEO_DIS_MD,..\..\data\raw\CREMA-D\AudioWAV\1023_IEO_DIS_MD.wav,DIS,disgusted,FAKE_T1_1023_IEO_ANG_MD__AUDIO_1023_IEO_DIS_MD,1,emotion_swap,pending
1023_TAI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_TAI_NEU_XX.flv,NEU,neutral,1023,TAI,The airplane is almost full,1023_TAI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_TAI_SAD_XX.wav,SAD,sad,FAKE_T1_1023_TAI_NEU_XX__AUDIO_1023_TAI_SAD_XX,1,emotion_swap,pending
1023_WSI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_WSI_NEU_XX.flv,NEU,neutral,1023,WSI,We'll stop in a couple of minutes,1023_WSI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_WSI_SAD_XX.wav,SAD,sad,FAKE_T1_1023_WSI_NEU_XX__AUDIO_1023_WSI_SAD_XX,1,emotion_swap,pending
1023_IWW_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_IWW_FEA_XX.flv,FEA,fearful,1023,IWW,I wonder what this is about,1023_IWW_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_IWW_HAP_XX.wav,HAP,happy,FAKE_T1_1023_IWW_FEA_XX__AUDIO_1023_IWW_HAP_XX,1,emotion_swap,pending
1023_ITS_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_ITS_ANG_XX.flv,ANG,angry,1023,ITS,I think I've seen this before,1023_ITS_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_ITS_DIS_XX.wav,DIS,disgusted,FAKE_T1_1023_ITS_ANG_XX__AUDIO_1023_ITS_DIS_XX,1,emotion_swap,pending
1023_TAI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_TAI_SAD_XX.flv,SAD,sad,1023,TAI,The airplane is almost full,1023_TAI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_TAI_ANG_XX.wav,ANG,angry,FAKE_T1_1023_TAI_SAD_XX__AUDIO_1023_TAI_ANG_XX,1,emotion_swap,pending
1023_IWL_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_IWL_HAP_XX.flv,HAP,happy,1023,IWL,I would like a new alarm clock,1023_IWL_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_IWL_NEU_XX.wav,NEU,neutral,FAKE_T1_1023_IWL_HAP_XX__AUDIO_1023_IWL_NEU_XX,1,emotion_swap,pending
1023_DFA_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_DFA_DIS_XX.flv,DIS,disgusted,1023,DFA,Don't forget a jacket,1023_DFA_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_DFA_FEA_XX.wav,FEA,fearful,FAKE_T1_1023_DFA_DIS_XX__AUDIO_1023_DFA_FEA_XX,1,emotion_swap,pending
1023_TSI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_TSI_ANG_XX.flv,ANG,angry,1023,TSI,The surface is slippery,1023_TSI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_TSI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1023_TSI_ANG_XX__AUDIO_1023_TSI_DIS_XX,1,emotion_swap,pending
1023_IEO_DIS_MD,..\..\data\raw\CREMA-D\VideoFlash\1023_IEO_DIS_MD.flv,DIS,disgusted,1023,IEO,It's eleven o'clock,1023_IEO_FEA_MD,..\..\data\raw\CREMA-D\AudioWAV\1023_IEO_FEA_MD.wav,FEA,fearful,FAKE_T1_1023_IEO_DIS_MD__AUDIO_1023_IEO_FEA_MD,1,emotion_swap,pending
1023_IWW_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_IWW_NEU_XX.flv,NEU,neutral,1023,IWW,I wonder what this is about,1023_IWW_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_IWW_SAD_XX.wav,SAD,sad,FAKE_T1_1023_IWW_NEU_XX__AUDIO_1023_IWW_SAD_XX,1,emotion_swap,pending
1023_MTI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1023_MTI_FEA_XX.flv,FEA,fearful,1023,MTI,Maybe tomorrow it will be cold,1023_MTI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1023_MTI_HAP_XX.wav,HAP,happy,FAKE_T1_1023_MTI_FEA_XX__AUDIO_1023_MTI_HAP_XX,1,emotion_swap,pending
1023_IEO_FEA_MD,..\..\data\raw\CREMA-D\VideoFlash\1023_IEO_FEA_MD.flv,FEA,fearful,1023,IEO,It's eleven o'clock,1023_IEO_HAP_MD,..\..\data\raw\CREMA-D\AudioWAV\1023_IEO_HAP_MD.wav,HAP,happy,FAKE_T1_1023_IEO_FEA_MD__AUDIO_1023_IEO_HAP_MD,1,emotion_swap,pending
1024_IWW_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_IWW_HAP_XX.flv,HAP,happy,1024,IWW,I wonder what this is about,1024_IWW_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_IWW_NEU_XX.wav,NEU,neutral,FAKE_T1_1024_IWW_HAP_XX__AUDIO_1024_IWW_NEU_XX,1,emotion_swap,pending
1024_IWW_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_IWW_SAD_XX.flv,SAD,sad,1024,IWW,I wonder what this is about,1024_IWW_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_IWW_ANG_XX.wav,ANG,angry,FAKE_T1_1024_IWW_SAD_XX__AUDIO_1024_IWW_ANG_XX,1,emotion_swap,pending
1024_IEO_ANG_MD,..\..\data\raw\CREMA-D\VideoFlash\1024_IEO_ANG_MD.flv,ANG,angry,1024,IEO,It's eleven o'clock,1024_IEO_DIS_MD,..\..\data\raw\CREMA-D\AudioWAV\1024_IEO_DIS_MD.wav,DIS,disgusted,FAKE_T1_1024_IEO_ANG_MD__AUDIO_1024_IEO_DIS_MD,1,emotion_swap,pending
1024_WSI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_WSI_HAP_XX.flv,HAP,happy,1024,WSI,We'll stop in a couple of minutes,1024_WSI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_WSI_NEU_XX.wav,NEU,neutral,FAKE_T1_1024_WSI_HAP_XX__AUDIO_1024_WSI_NEU_XX,1,emotion_swap,pending
1024_IWL_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_IWL_ANG_XX.flv,ANG,angry,1024,IWL,I would like a new alarm clock,1024_IWL_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_IWL_DIS_XX.wav,DIS,disgusted,FAKE_T1_1024_IWL_ANG_XX__AUDIO_1024_IWL_DIS_XX,1,emotion_swap,pending
1024_ITS_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_ITS_HAP_XX.flv,HAP,happy,1024,ITS,I think I've seen this before,1024_ITS_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_ITS_NEU_XX.wav,NEU,neutral,FAKE_T1_1024_ITS_HAP_XX__AUDIO_1024_ITS_NEU_XX,1,emotion_swap,pending
1024_IWL_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_IWL_FEA_XX.flv,FEA,fearful,1024,IWL,I would like a new alarm clock,1024_IWL_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_IWL_HAP_XX.wav,HAP,happy,FAKE_T1_1024_IWL_FEA_XX__AUDIO_1024_IWL_HAP_XX,1,emotion_swap,pending
1024_MTI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_MTI_ANG_XX.flv,ANG,angry,1024,MTI,Maybe tomorrow it will be cold,1024_MTI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_MTI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1024_MTI_ANG_XX__AUDIO_1024_MTI_DIS_XX,1,emotion_swap,pending
1024_IOM_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_IOM_ANG_XX.flv,ANG,angry,1024,IOM,I'm on my way to the meeting,1024_IOM_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_IOM_DIS_XX.wav,DIS,disgusted,FAKE_T1_1024_IOM_ANG_XX__AUDIO_1024_IOM_DIS_XX,1,emotion_swap,pending
1024_WSI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_WSI_FEA_XX.flv,FEA,fearful,1024,WSI,We'll stop in a couple of minutes,1024_WSI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_WSI_HAP_XX.wav,HAP,happy,FAKE_T1_1024_WSI_FEA_XX__AUDIO_1024_WSI_HAP_XX,1,emotion_swap,pending
1024_WSI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_WSI_NEU_XX.flv,NEU,neutral,1024,WSI,We'll stop in a couple of minutes,1024_WSI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_WSI_SAD_XX.wav,SAD,sad,FAKE_T1_1024_WSI_NEU_XX__AUDIO_1024_WSI_SAD_XX,1,emotion_swap,pending
1024_TIE_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_TIE_NEU_XX.flv,NEU,neutral,1024,TIE,That is exactly what happened,1024_TIE_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_TIE_SAD_XX.wav,SAD,sad,FAKE_T1_1024_TIE_NEU_XX__AUDIO_1024_TIE_SAD_XX,1,emotion_swap,pending
1024_DFA_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_DFA_SAD_XX.flv,SAD,sad,1024,DFA,Don't forget a jacket,1024_DFA_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_DFA_ANG_XX.wav,ANG,angry,FAKE_T1_1024_DFA_SAD_XX__AUDIO_1024_DFA_ANG_XX,1,emotion_swap,pending
1024_MTI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_MTI_FEA_XX.flv,FEA,fearful,1024,MTI,Maybe tomorrow it will be cold,1024_MTI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_MTI_HAP_XX.wav,HAP,happy,FAKE_T1_1024_MTI_FEA_XX__AUDIO_1024_MTI_HAP_XX,1,emotion_swap,pending
1024_WSI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_WSI_DIS_XX.flv,DIS,disgusted,1024,WSI,We'll stop in a couple of minutes,1024_WSI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_WSI_FEA_XX.wav,FEA,fearful,FAKE_T1_1024_WSI_DIS_XX__AUDIO_1024_WSI_FEA_XX,1,emotion_swap,pending
1024_ITH_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_ITH_NEU_XX.flv,NEU,neutral,1024,ITH,I think I have a doctor's appointment,1024_ITH_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_ITH_SAD_XX.wav,SAD,sad,FAKE_T1_1024_ITH_NEU_XX__AUDIO_1024_ITH_SAD_XX,1,emotion_swap,pending
1024_MTI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_MTI_NEU_XX.flv,NEU,neutral,1024,MTI,Maybe tomorrow it will be cold,1024_MTI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_MTI_SAD_XX.wav,SAD,sad,FAKE_T1_1024_MTI_NEU_XX__AUDIO_1024_MTI_SAD_XX,1,emotion_swap,pending
1024_ITS_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_ITS_ANG_XX.flv,ANG,angry,1024,ITS,I think I've seen this before,1024_ITS_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_ITS_DIS_XX.wav,DIS,disgusted,FAKE_T1_1024_ITS_ANG_XX__AUDIO_1024_ITS_DIS_XX,1,emotion_swap,pending
1024_IWL_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_IWL_SAD_XX.flv,SAD,sad,1024,IWL,I would like a new alarm clock,1024_IWL_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_IWL_ANG_XX.wav,ANG,angry,FAKE_T1_1024_IWL_SAD_XX__AUDIO_1024_IWL_ANG_XX,1,emotion_swap,pending
1024_IEO_SAD_MD,..\..\data\raw\CREMA-D\VideoFlash\1024_IEO_SAD_MD.flv,SAD,sad,1024,IEO,It's eleven o'clock,1024_IEO_ANG_MD,..\..\data\raw\CREMA-D\AudioWAV\1024_IEO_ANG_MD.wav,ANG,angry,FAKE_T1_1024_IEO_SAD_MD__AUDIO_1024_IEO_ANG_MD,1,emotion_swap,pending
1024_IWL_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1024_IWL_NEU_XX.flv,NEU,neutral,1024,IWL,I would like a new alarm clock,1024_IWL_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1024_IWL_SAD_XX.wav,SAD,sad,FAKE_T1_1024_IWL_NEU_XX__AUDIO_1024_IWL_SAD_XX,1,emotion_swap,pending
