clip_id,source_pipeline,fake_label,speaker_id,audio_emotion,visual_emotion,sarcasm_label,has_z_at,has_z_v,is_ready_for_training,video_path,z_at_path,z_v_path
train_dia367_utt15,meld_real,0,meld_Chandler,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia367_utt15.mp4,data\preprocessed\features\z_at\train_dia367_utt15.pt,data\preprocessed\features\z_v\train_dia367_utt15.pt
TBCjKGYBNIo_012,mosei_real,0,mosei_TBCjKGYBNIo_012,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\TBCjKGYBNIo_012.mp4,data\preprocessed\features\z_at\TBCjKGYBNIo_012.pt,data\preprocessed\features\z_v\TBCjKGYBNIo_012.pt
TwTLsgfpKvA_000,mosei_real,0,mosei_TwTLsgfpKvA_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\TwTLsgfpKvA_000.mp4,data\preprocessed\features\z_at\TwTLsgfpKvA_000.pt,data\preprocessed\features\z_v\TwTLsgfpKvA_000.pt
FAKE_T1_1053_WSI_ANG_XX__AUDIO_1053_WSI_DIS_XX_styletts,track1,1,crema_1053,DIS,ANG,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1053_WSI_ANG_XX__AUDIO_1053_WSI_DIS_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1053_WSI_ANG_XX__AUDIO_1053_WSI_DIS_XX_styletts.pt
l8LTcZJ-_8k_018,mosei_real,0,mosei_l8LTcZJ-_8k_018,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\l8LTcZJ-_8k_018.mp4,data\preprocessed\features\z_at\l8LTcZJ-_8k_018.pt,data\preprocessed\features\z_v\l8LTcZJ-_8k_018.pt
FAKE_T3_1052_WSI_NEU_XX__AUDIO_1052_WSI_SAD_XX_sadtalker,track3,1,crema_1052,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1052_WSI_NEU_XX__AUDIO_1052_WSI_SAD_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1052_WSI_NEU_XX__AUDIO_1052_WSI_SAD_XX_sadtalker.pt
test_dia124_utt3,meld_real,0,meld_Chandler,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia124_utt3.mp4,data\preprocessed\features\z_at\test_dia124_utt3.pt,data\preprocessed\features\z_v\test_dia124_utt3.pt
test_dia196_utt12,meld_real,0,meld_Ross,anger,anger,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia196_utt12.mp4,data\preprocessed\features\z_at\test_dia196_utt12.pt,data\preprocessed\features\z_v\test_dia196_utt12.pt
FAKE_T1_1026_DFA_HAP_XX__AUDIO_1026_DFA_NEU_XX_styletts,track1,1,crema_1026,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1026_DFA_HAP_XX__AUDIO_1026_DFA_NEU_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1026_DFA_HAP_XX__AUDIO_1026_DFA_NEU_XX_styletts.pt
FAKE_T1_1008_TSI_SAD_XX__AUDIO_1008_TSI_ANG_XX_styletts,track1,1,crema_1008,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1008_TSI_SAD_XX__AUDIO_1008_TSI_ANG_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1008_TSI_SAD_XX__AUDIO_1008_TSI_ANG_XX_styletts.pt
dev_dia106_utt1,meld_real,0,meld_Chandler,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia106_utt1.mp4,data\preprocessed\features\z_at\dev_dia106_utt1.pt,data\preprocessed\features\z_v\dev_dia106_utt1.pt
FAKE_T1_1061_TIE_NEU_XX__AUDIO_1061_TIE_SAD_XX_styletts,track1,1,crema_1061,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1061_TIE_NEU_XX__AUDIO_1061_TIE_SAD_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1061_TIE_NEU_XX__AUDIO_1061_TIE_SAD_XX_styletts.pt
W-q9bPlMIVI_012,mosei_real,0,mosei_W-q9bPlMIVI_012,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\W-q9bPlMIVI_012.mp4,data\preprocessed\features\z_at\W-q9bPlMIVI_012.pt,data\preprocessed\features\z_v\W-q9bPlMIVI_012.pt
test_dia128_utt8,meld_real,0,meld_Brenda,disgust,disgust,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia128_utt8.mp4,data\preprocessed\features\z_at\test_dia128_utt8.pt,data\preprocessed\features\z_v\test_dia128_utt8.pt
vJDDEuE-FlY_000,mosei_real,0,mosei_vJDDEuE-FlY_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\vJDDEuE-FlY_000.mp4,data\preprocessed\features\z_at\vJDDEuE-FlY_000.pt,data\preprocessed\features\z_v\vJDDEuE-FlY_000.pt
aiUq5xksJy0_004,mosei_real,0,mosei_aiUq5xksJy0_004,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\aiUq5xksJy0_004.mp4,data\preprocessed\features\z_at\aiUq5xksJy0_004.pt,data\preprocessed\features\z_v\aiUq5xksJy0_004.pt
train_dia9_utt11,meld_real,0,meld_Chandler,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia9_utt11.mp4,data\preprocessed\features\z_at\train_dia9_utt11.pt,data\preprocessed\features\z_v\train_dia9_utt11.pt
FAKE_T3_1075_TAI_SAD_XX__AUDIO_1075_TAI_ANG_XX_sadtalker,track3,1,crema_1075,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1075_TAI_SAD_XX__AUDIO_1075_TAI_ANG_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1075_TAI_SAD_XX__AUDIO_1075_TAI_ANG_XX_sadtalker.pt
FAKE_T3_1022_DFA_HAP_XX__AUDIO_1022_DFA_NEU_XX_sadtalker,track3,1,crema_1022,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1022_DFA_HAP_XX__AUDIO_1022_DFA_NEU_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1022_DFA_HAP_XX__AUDIO_1022_DFA_NEU_XX_sadtalker.pt
iceSGs0MXaA_001,mosei_real,0,mosei_iceSGs0MXaA_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\iceSGs0MXaA_001.mp4,data\preprocessed\features\z_at\iceSGs0MXaA_001.pt,data\preprocessed\features\z_v\iceSGs0MXaA_001.pt
FAKE_T2_1018_ITH_NEU_XX__AUDIO_1018_ITH_SAD_XX_wav2lip,track2,1,crema_1018,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1018_ITH_NEU_XX__AUDIO_1018_ITH_SAD_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1018_ITH_NEU_XX__AUDIO_1018_ITH_SAD_XX_wav2lip.pt
t7a3zECpT4k_003,mosei_real,0,mosei_t7a3zECpT4k_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\t7a3zECpT4k_003.mp4,data\preprocessed\features\z_at\t7a3zECpT4k_003.pt,data\preprocessed\features\z_v\t7a3zECpT4k_003.pt
train_dia595_utt5,meld_real,0,meld_Chandler,anger,anger,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia595_utt5.mp4,data\preprocessed\features\z_at\train_dia595_utt5.pt,data\preprocessed\features\z_v\train_dia595_utt5.pt
FAKE_T3_1087_ITS_FEA_XX__AUDIO_1087_ITS_HAP_XX_sadtalker,track3,1,crema_1087,HAP,FEA,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1087_ITS_FEA_XX__AUDIO_1087_ITS_HAP_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1087_ITS_FEA_XX__AUDIO_1087_ITS_HAP_XX_sadtalker.pt
gcpsSao7kHM_003,mosei_real,0,mosei_gcpsSao7kHM_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\gcpsSao7kHM_003.mp4,data\preprocessed\features\z_at\gcpsSao7kHM_003.pt,data\preprocessed\features\z_v\gcpsSao7kHM_003.pt
7ifnoHhrMtA_002,mosei_real,0,mosei_7ifnoHhrMtA_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ifnoHhrMtA_002.mp4,data\preprocessed\features\z_at\7ifnoHhrMtA_002.pt,data\preprocessed\features\z_v\7ifnoHhrMtA_002.pt
train_dia676_utt11,meld_real,0,meld_Ross,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia676_utt11.mp4,data\preprocessed\features\z_at\train_dia676_utt11.pt,data\preprocessed\features\z_v\train_dia676_utt11.pt
cn0WZ8-0Z1Y_003,mosei_real,0,mosei_cn0WZ8-0Z1Y_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\cn0WZ8-0Z1Y_003.mp4,data\preprocessed\features\z_at\cn0WZ8-0Z1Y_003.pt,data\preprocessed\features\z_v\cn0WZ8-0Z1Y_003.pt
a7HHg_JygJo_004,mosei_real,0,mosei_a7HHg_JygJo_004,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\a7HHg_JygJo_004.mp4,data\preprocessed\features\z_at\a7HHg_JygJo_004.pt,data\preprocessed\features\z_v\a7HHg_JygJo_004.pt
FAKE_T2_1037_TSI_SAD_XX__AUDIO_1037_TSI_ANG_XX_wav2lip,track2,1,crema_1037,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1037_TSI_SAD_XX__AUDIO_1037_TSI_ANG_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1037_TSI_SAD_XX__AUDIO_1037_TSI_ANG_XX_wav2lip.pt
FAKE_T3_1054_IEO_DIS_MD__AUDIO_1054_IEO_FEA_MD_sadtalker,track3,1,crema_1054,FEA,DIS,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1054_IEO_DIS_MD__AUDIO_1054_IEO_FEA_MD_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1054_IEO_DIS_MD__AUDIO_1054_IEO_FEA_MD_sadtalker.pt
test_dia155_utt0,meld_real,0,meld_Ross,anger,anger,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia155_utt0.mp4,data\preprocessed\features\z_at\test_dia155_utt0.pt,data\preprocessed\features\z_v\test_dia155_utt0.pt
FAKE_T1_1038_DFA_FEA_XX__AUDIO_1038_DFA_HAP_XX_styletts,track1,1,crema_1038,HAP,FEA,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1038_DFA_FEA_XX__AUDIO_1038_DFA_HAP_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1038_DFA_FEA_XX__AUDIO_1038_DFA_HAP_XX_styletts.pt
FAKE_T2_1045_IWL_NEU_XX__AUDIO_1045_IWL_SAD_XX_wav2lip,track2,1,crema_1045,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1045_IWL_NEU_XX__AUDIO_1045_IWL_SAD_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1045_IWL_NEU_XX__AUDIO_1045_IWL_SAD_XX_wav2lip.pt
2_511,mustard,-1,mustard_CHANDLER,,,1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_511.mp4,data\preprocessed\features\z_at\2_511.pt,data\preprocessed\features\z_v\2_511.pt
RArhIHk4Qs4_020,mosei_real,0,mosei_RArhIHk4Qs4_020,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\RArhIHk4Qs4_020.mp4,data\preprocessed\features\z_at\RArhIHk4Qs4_020.pt,data\preprocessed\features\z_v\RArhIHk4Qs4_020.pt
FAKE_T2_1051_IWL_HAP_XX__AUDIO_1051_IWL_NEU_XX_wav2lip,track2,1,crema_1051,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1051_IWL_HAP_XX__AUDIO_1051_IWL_NEU_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1051_IWL_HAP_XX__AUDIO_1051_IWL_NEU_XX_wav2lip.pt
test_dia246_utt4,meld_real,0,meld_Tour_Guide,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia246_utt4.mp4,data\preprocessed\features\z_at\test_dia246_utt4.pt,data\preprocessed\features\z_v\test_dia246_utt4.pt
FAKE_T1_1049_DFA_NEU_XX__AUDIO_1049_DFA_SAD_XX_styletts,track1,1,crema_1049,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1049_DFA_NEU_XX__AUDIO_1049_DFA_SAD_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1049_DFA_NEU_XX__AUDIO_1049_DFA_SAD_XX_styletts.pt
FAKE_T3_1001_WSI_ANG_XX__AUDIO_1001_WSI_DIS_XX_sadtalker,track3,1,crema_1001,DIS,ANG,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1001_WSI_ANG_XX__AUDIO_1001_WSI_DIS_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1001_WSI_ANG_XX__AUDIO_1001_WSI_DIS_XX_sadtalker.pt
FAKE_T2_1080_IEO_SAD_MD__AUDIO_1080_IEO_ANG_MD_wav2lip,track2,1,crema_1080,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1080_IEO_SAD_MD__AUDIO_1080_IEO_ANG_MD_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1080_IEO_SAD_MD__AUDIO_1080_IEO_ANG_MD_wav2lip.pt
FAKE_T3_1057_TSI_FEA_XX__AUDIO_1057_TSI_HAP_XX_sadtalker,track3,1,crema_1057,HAP,FEA,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1057_TSI_FEA_XX__AUDIO_1057_TSI_HAP_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1057_TSI_FEA_XX__AUDIO_1057_TSI_HAP_XX_sadtalker.pt
train_dia151_utt17,meld_real,0,meld_Ross,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia151_utt17.mp4,data\preprocessed\features\z_at\train_dia151_utt17.pt,data\preprocessed\features\z_v\train_dia151_utt17.pt
PboaYD5hlG8_006,mosei_real,0,mosei_PboaYD5hlG8_006,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\PboaYD5hlG8_006.mp4,data\preprocessed\features\z_at\PboaYD5hlG8_006.pt,data\preprocessed\features\z_v\PboaYD5hlG8_006.pt
dev_dia49_utt9,meld_real,0,meld_Phoebe,anger,anger,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia49_utt9.mp4,data\preprocessed\features\z_at\dev_dia49_utt9.pt,data\preprocessed\features\z_v\dev_dia49_utt9.pt
FAKE_T3_1061_WSI_NEU_XX__AUDIO_1061_WSI_SAD_XX_sadtalker,track3,1,crema_1061,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1061_WSI_NEU_XX__AUDIO_1061_WSI_SAD_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1061_WSI_NEU_XX__AUDIO_1061_WSI_SAD_XX_sadtalker.pt
test_dia72_utt9,meld_real,0,meld_Rachel,anger,anger,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia72_utt9.mp4,data\preprocessed\features\z_at\test_dia72_utt9.pt,data\preprocessed\features\z_v\test_dia72_utt9.pt
train_dia532_utt15,meld_real,0,meld_Joey,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia532_utt15.mp4,data\preprocessed\features\z_at\train_dia532_utt15.pt,data\preprocessed\features\z_v\train_dia532_utt15.pt
95mDHiLeDCM_001,mosei_real,0,mosei_95mDHiLeDCM_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\95mDHiLeDCM_001.mp4,data\preprocessed\features\z_at\95mDHiLeDCM_001.pt,data\preprocessed\features\z_v\95mDHiLeDCM_001.pt
AB1PbMaW03s_001,mosei_real,0,mosei_AB1PbMaW03s_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\AB1PbMaW03s_001.mp4,data\preprocessed\features\z_at\AB1PbMaW03s_001.pt,data\preprocessed\features\z_v\AB1PbMaW03s_001.pt
dev_dia9_utt3,meld_real,0,meld_Chandler,joy,joy,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia9_utt3.mp4,data\preprocessed\features\z_at\dev_dia9_utt3.pt,data\preprocessed\features\z_v\dev_dia9_utt3.pt
FAKE_T3_1052_DFA_SAD_XX__AUDIO_1052_DFA_ANG_XX_sadtalker,track3,1,crema_1052,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1052_DFA_SAD_XX__AUDIO_1052_DFA_ANG_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1052_DFA_SAD_XX__AUDIO_1052_DFA_ANG_XX_sadtalker.pt
train_dia945_utt11,meld_real,0,meld_Rachel,joy,joy,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia945_utt11.mp4,data\preprocessed\features\z_at\train_dia945_utt11.pt,data\preprocessed\features\z_v\train_dia945_utt11.pt
P3QEOJWxXI8_004,mosei_real,0,mosei_P3QEOJWxXI8_004,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\P3QEOJWxXI8_004.mp4,data\preprocessed\features\z_at\P3QEOJWxXI8_004.pt,data\preprocessed\features\z_v\P3QEOJWxXI8_004.pt
c805Td8A_Ek_004,mosei_real,0,mosei_c805Td8A_Ek_004,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\c805Td8A_Ek_004.mp4,data\preprocessed\features\z_at\c805Td8A_Ek_004.pt,data\preprocessed\features\z_v\c805Td8A_Ek_004.pt
test_dia110_utt7,meld_real,0,meld_Ross,joy,joy,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia110_utt7.mp4,data\preprocessed\features\z_at\test_dia110_utt7.pt,data\preprocessed\features\z_v\test_dia110_utt7.pt
cn0WZ8-0Z1Y_007,mosei_real,0,mosei_cn0WZ8-0Z1Y_007,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\cn0WZ8-0Z1Y_007.mp4,data\preprocessed\features\z_at\cn0WZ8-0Z1Y_007.pt,data\preprocessed\features\z_v\cn0WZ8-0Z1Y_007.pt
FAKE_T2_1021_ITH_HAP_XX__AUDIO_1021_ITH_NEU_XX_wav2lip,track2,1,crema_1021,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1021_ITH_HAP_XX__AUDIO_1021_ITH_NEU_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1021_ITH_HAP_XX__AUDIO_1021_ITH_NEU_XX_wav2lip.pt
iREkcXde5ds_005,mosei_real,0,mosei_iREkcXde5ds_005,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\iREkcXde5ds_005.mp4,data\preprocessed\features\z_at\iREkcXde5ds_005.pt,data\preprocessed\features\z_v\iREkcXde5ds_005.pt
FAKE_T3_1066_TSI_ANG_XX__AUDIO_1066_TSI_DIS_XX_sadtalker,track3,1,crema_1066,DIS,ANG,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1066_TSI_ANG_XX__AUDIO_1066_TSI_DIS_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1066_TSI_ANG_XX__AUDIO_1066_TSI_DIS_XX_sadtalker.pt
FAKE_T1_1077_TAI_SAD_XX__AUDIO_1077_TAI_ANG_XX_styletts,track1,1,crema_1077,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1077_TAI_SAD_XX__AUDIO_1077_TAI_ANG_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1077_TAI_SAD_XX__AUDIO_1077_TAI_ANG_XX_styletts.pt
train_dia305_utt11,meld_real,0,meld_Chloe,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia305_utt11.mp4,data\preprocessed\features\z_at\train_dia305_utt11.pt,data\preprocessed\features\z_v\train_dia305_utt11.pt
FAKE_T3_1022_TAI_NEU_XX__AUDIO_1022_TAI_SAD_XX_sadtalker,track3,1,crema_1022,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1022_TAI_NEU_XX__AUDIO_1022_TAI_SAD_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1022_TAI_NEU_XX__AUDIO_1022_TAI_SAD_XX_sadtalker.pt
1_8042,mustard,-1,mustard_HOWARD,,,0,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_8042.mp4,data\preprocessed\features\z_at\1_8042.pt,data\preprocessed\features\z_v\1_8042.pt
FAKE_T3_1015_TSI_DIS_XX__AUDIO_1015_TSI_FEA_XX_sadtalker,track3,1,crema_1015,FEA,DIS,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1015_TSI_DIS_XX__AUDIO_1015_TSI_FEA_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1015_TSI_DIS_XX__AUDIO_1015_TSI_FEA_XX_sadtalker.pt
Uc-0G7RRxoY_002,mosei_real,0,mosei_Uc-0G7RRxoY_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\Uc-0G7RRxoY_002.mp4,data\preprocessed\features\z_at\Uc-0G7RRxoY_002.pt,data\preprocessed\features\z_v\Uc-0G7RRxoY_002.pt
FAKE_T2_1049_IOM_SAD_XX__AUDIO_1049_IOM_ANG_XX_wav2lip,track2,1,crema_1049,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1049_IOM_SAD_XX__AUDIO_1049_IOM_ANG_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1049_IOM_SAD_XX__AUDIO_1049_IOM_ANG_XX_wav2lip.pt
train_dia370_utt1,meld_real,0,meld_Ross,joy,joy,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia370_utt1.mp4,data\preprocessed\features\z_at\train_dia370_utt1.pt,data\preprocessed\features\z_v\train_dia370_utt1.pt
test_dia225_utt2,meld_real,0,meld_Chandler,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia225_utt2.mp4,data\preprocessed\features\z_at\test_dia225_utt2.pt,data\preprocessed\features\z_v\test_dia225_utt2.pt
train_dia582_utt0,meld_real,0,meld_Phoebe,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia582_utt0.mp4,data\preprocessed\features\z_at\train_dia582_utt0.pt,data\preprocessed\features\z_v\train_dia582_utt0.pt
cOcNe3L4VAg_005,mosei_real,0,mosei_cOcNe3L4VAg_005,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\cOcNe3L4VAg_005.mp4,data\preprocessed\features\z_at\cOcNe3L4VAg_005.pt,data\preprocessed\features\z_v\cOcNe3L4VAg_005.pt
FAKE_T3_1055_TSI_ANG_XX__AUDIO_1055_TSI_DIS_XX_sadtalker,track3,1,crema_1055,DIS,ANG,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1055_TSI_ANG_XX__AUDIO_1055_TSI_DIS_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1055_TSI_ANG_XX__AUDIO_1055_TSI_DIS_XX_sadtalker.pt
BgXqrxum5G4_003,mosei_real,0,mosei_BgXqrxum5G4_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\BgXqrxum5G4_003.mp4,data\preprocessed\features\z_at\BgXqrxum5G4_003.pt,data\preprocessed\features\z_v\BgXqrxum5G4_003.pt
-egA8-b7-3M_008,mosei_real,0,mosei_-egA8-b7-3M_008,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\-egA8-b7-3M_008.mp4,data\preprocessed\features\z_at\-egA8-b7-3M_008.pt,data\preprocessed\features\z_v\-egA8-b7-3M_008.pt
FAKE_T2_1081_TIE_FEA_XX__AUDIO_1081_TIE_HAP_XX_wav2lip,track2,1,crema_1081,HAP,FEA,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1081_TIE_FEA_XX__AUDIO_1081_TIE_HAP_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1081_TIE_FEA_XX__AUDIO_1081_TIE_HAP_XX_wav2lip.pt
FAKE_T3_1055_IWW_FEA_XX__AUDIO_1055_IWW_HAP_XX_sadtalker,track3,1,crema_1055,HAP,FEA,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1055_IWW_FEA_XX__AUDIO_1055_IWW_HAP_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1055_IWW_FEA_XX__AUDIO_1055_IWW_HAP_XX_sadtalker.pt
FAKE_T3_1004_IWL_SAD_XX__AUDIO_1004_IWL_ANG_XX_sadtalker,track3,1,crema_1004,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1004_IWL_SAD_XX__AUDIO_1004_IWL_ANG_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1004_IWL_SAD_XX__AUDIO_1004_IWL_ANG_XX_sadtalker.pt
FAKE_T1_1081_IWW_SAD_XX__AUDIO_1081_IWW_ANG_XX_styletts,track1,1,crema_1081,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1081_IWW_SAD_XX__AUDIO_1081_IWW_ANG_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1081_IWW_SAD_XX__AUDIO_1081_IWW_ANG_XX_styletts.pt
FAKE_T2_1015_DFA_NEU_XX__AUDIO_1015_DFA_SAD_XX_wav2lip,track2,1,crema_1015,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1015_DFA_NEU_XX__AUDIO_1015_DFA_SAD_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1015_DFA_NEU_XX__AUDIO_1015_DFA_SAD_XX_wav2lip.pt
