split,dialogue_id,utterance_id,speaker,emotion,emotion_raw,sentiment,utterance,duration,video_path,clip_id
train,990,6,Joey,sadness,sadness,negative,"And I always figured, when the right one comes along, I'd be able to be a stand-up guy and go the distance, y'know?",6.38,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia990_utt6.mp4,train_dia990_utt6
train,1036,6,Joey,neutral,surprise,negative,What?!,3.5,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia1036_utt6.mp4,train_dia1036_utt6
train,293,4,Joey,fear,fear,negative,"Thanks, but I kinda have a problem to deal with here.",9.72,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia293_utt4.mp4,train_dia293_utt4
train,649,1,Joey,neutral,neutral,neutral,"No, Im picking you up for our date. These are for you.",3.5,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia649_utt1.mp4,train_dia649_utt1
train,293,0,Joey,neutral,surprise,negative,"Apparently, theres like a million guys out there that can play Mac, and theres only this one robot and this one guy who controls it!",8.05,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia293_utt0.mp4,train_dia293_utt0
test,264,2,Joey,neutral,surprise,positive,Oh my God! What happened here? Did you do all this?,5.17,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia264_utt2.mp4,test_dia264_utt2
train,911,5,Joey,disgust,disgust,negative,"Yeah, this was a stupid idea.",2.88,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia911_utt5.mp4,train_dia911_utt5
test,153,3,Joey,neutral,neutral,neutral,"But, it seems to me it's pretty much like anything else, you know, face your fear.",4.3,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia153_utt3.mp4,test_dia153_utt3
train,851,20,Joey,neutral,neutral,neutral,"Okay. Yeah.  Yeah, Ill grab this one.",8.09,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia851_utt20.mp4,train_dia851_utt20
train,18,3,Joey,joy,joy,positive,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",5.09,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia18_utt3.mp4,train_dia18_utt3
train,332,8,Joey,neutral,neutral,neutral,"Tell me about it, I feel like Im holding down the fort all by myself.",4.21,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia332_utt8.mp4,train_dia332_utt8
train,666,2,Joey,neutral,surprise,negative,You guys got anything to eat? I just went down to Johnos for some chicken and it was closed!,4.09,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia666_utt2.mp4,train_dia666_utt2
train,50,7,Joey,sadness,sadness,negative,"Come on man, you-you got to give me a second chance!",2.5,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia50_utt7.mp4,train_dia50_utt7
train,792,3,Joey,joy,joy,positive,"Oh, you know, the writing was good, and the director is good,    and... and my co-star's good",7.92,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia792_utt3.mp4,train_dia792_utt3
train,1024,11,Joey,joy,joy,positive,Very good! Okay. G.,4.67,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia1024_utt11.mp4,train_dia1024_utt11
train,18,8,Joey,sadness,sadness,negative,I have to pee. And Rachel's in the bathroom!,3.84,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia18_utt8.mp4,train_dia18_utt8
train,913,2,Joey,anger,anger,negative,Dont stop! Move the bowl further away! Ross could make that shot!,3.63,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia913_utt2.mp4,train_dia913_utt2
test,231,9,Joey,fear,fear,negative,"Okay, good, good, good, ‘cause, good, ‘cause I was kinda having second thoughts too.",3.84,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia231_utt9.mp4,test_dia231_utt9
test,166,5,Joey,sadness,sadness,negative,"Look, it’s not that easy. She said she wanted to marry me. I  don’t want to hurt her.",5.46,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia166_utt5.mp4,test_dia166_utt5
train,293,7,Joey,neutral,neutral,neutral,"Okay, but if I got to turn on the charm tomorrow Im not wasting anymore of it over here with you guys.",4.55,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia293_utt7.mp4,train_dia293_utt7
train,219,3,Joey,joy,joy,positive,"Remember when Ross tried to say, ""Butternut squash?""",2.63,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia219_utt3.mp4,train_dia219_utt3
train,347,8,Joey,neutral,surprise,positive,"Whoa, wait, Pheebs, wait a second! Dont you wanna stay here and talk about it?",4.38,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia347_utt8.mp4,train_dia347_utt8
test,70,11,Joey,anger,anger,negative,"You know, this isn't fair.",3.04,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia70_utt11.mp4,test_dia70_utt11
train,561,12,Joey,neutral,neutral,neutral,"All right, look, I'm not proud of this, ok? Well, maybe I am a little.",6.09,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia561_utt12.mp4,train_dia561_utt12
train,637,0,Joey,joy,joy,positive,You spent a hundred dollars. Thats the limit. Youre screwed!,4.46,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia637_utt0.mp4,train_dia637_utt0
train,918,2,Joey,neutral,neutral,neutral,"Nah, youre not tall enough to be a Mark, but you might make a good Barney.",5.8,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia918_utt2.mp4,train_dia918_utt2
test,201,0,Joey,neutral,neutral,neutral,"This is the unit for you my friend. Sturdy construction, tons of storage compartments, some big enough to fit a grown man.",7.92,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia201_utt0.mp4,test_dia201_utt0
train,521,2,Joey,sadness,sadness,negative,"And Im ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.",9.68,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia521_utt2.mp4,train_dia521_utt2
train,628,7,Joey,neutral,surprise,negative,Theres a lost and found?  My shoe!,4.59,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia628_utt7.mp4,train_dia628_utt7
train,795,3,Joey,neutral,neutral,neutral,"Yeah. Yep. Yeah. All right, well uh, Id better go.",6.21,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia795_utt3.mp4,train_dia795_utt3
test,267,8,Joey,sadness,sadness,negative,"It's ah, step-ity, step and jazz hands.",3.21,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia267_utt8.mp4,test_dia267_utt8
train,436,5,Joey,neutral,surprise,negative,What are they doing out here? The coasts all the way over there.,5.42,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia436_utt5.mp4,train_dia436_utt5
train,836,2,Joey,neutral,surprise,positive,Ohhh. I thought it was like Long Island.,2.84,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia836_utt2.mp4,train_dia836_utt2
train,499,21,Joey,neutral,neutral,neutral,"Yeah uh, what am I gonna do?",7.22,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia499_utt21.mp4,train_dia499_utt21
train,884,12,Joey,sadness,sadness,negative,What is the big deal? Its not like were exclusive.,3.59,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia884_utt12.mp4,train_dia884_utt12
train,806,15,Joey,fear,fear,negative,Listen I uh  Its a scary world out there especially if youre a single mom.,8.68,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia806_utt15.mp4,train_dia806_utt15
train,571,15,Joey,anger,anger,negative,"Hey, thats never gonna make it all the way over here, buddy!",4.55,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia571_utt15.mp4,train_dia571_utt15
test,70,0,Joey,neutral,neutral,neutral,"So you see, Molly, what people don't understand is that acting    is a discipline. It takes a lot of hard work.",6.17,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia70_utt0.mp4,test_dia70_utt0
test,9,5,Joey,neutral,neutral,neutral,"Hey buddy, do you think I can borrow your uniform this Thursday?",3.21,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia9_utt5.mp4,test_dia9_utt5
train,704,3,Joey,anger,anger,negative,"Can you stop yellin'? You're makin' me nervous, and I can't go when I'm nervous.",9.13,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia704_utt3.mp4,train_dia704_utt3
train,994,6,Joey,anger,anger,negative,"Were you, or were you not on a gay cruise?",4.63,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia994_utt6.mp4,train_dia994_utt6
train,649,19,Joey,joy,joy,positive,"Ah Hey, so this roommate of yoursis he good looking?",2.88,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia649_utt19.mp4,train_dia649_utt19
train,771,6,Joey,neutral,neutral,neutral,"Felicity and I, were watching",4.21,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia771_utt6.mp4,train_dia771_utt6
test,240,4,Joey,neutral,surprise,positive,That was a great scene! And-and-and that slap looks so real! How do you do that?,4.55,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia240_utt4.mp4,test_dia240_utt4
test,153,10,Joey,joy,joy,positive,"Oh, yeah. Go for it man, jump off the high dive, stare down the barrel of the gun, pee into the wind!",5.0,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia153_utt10.mp4,test_dia153_utt10
train,661,4,Joey,neutral,neutral,neutral,"I don't know, birds just don't say, ""Hello, sit here, eat something.""",4.55,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia661_utt4.mp4,train_dia661_utt4
test,275,1,Joey,neutral,neutral,neutral,Fine.,2.79,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia275_utt1.mp4,test_dia275_utt1
train,7,0,Joey,neutral,neutral,neutral,"Okay, look, I think we have to tell Rachel she messed up her dessert.",2.88,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia7_utt0.mp4,train_dia7_utt0
test,93,14,Joey,neutral,neutral,neutral,What do you need?,2.75,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia93_utt14.mp4,test_dia93_utt14
train,1033,2,Joey,joy,joy,positive,"No. No, I just uh, I just loved the way it feels when everybody thinks I own a Porsche.",4.5,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia1033_utt2.mp4,train_dia1033_utt2
train,80,3,Joey,neutral,neutral,neutral,Also so,2.71,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia80_utt3.mp4,train_dia80_utt3
train,95,17,Joey,neutral,neutral,neutral,"Oh, it's easy. Yeah, I-I can do it with anything. Watch uh,  Grandma's chicken salad",6.38,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia95_utt17.mp4,train_dia95_utt17
train,431,3,Joey,neutral,neutral,neutral,"Umm, y'know how the other day you were talking about how you didn't get to go to London and how you were kinda feeling left out?",5.88,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia431_utt3.mp4,train_dia431_utt3
train,404,15,Joey,neutral,neutral,neutral,And Ross gave me this great book (holds up the,3.04,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia404_utt15.mp4,train_dia404_utt15
dev,82,3,Joey,anger,anger,negative,"Yeah, he doesn’t like me.",3.17,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia82_utt3.mp4,dev_dia82_utt3
train,342,13,Joey,anger,anger,negative,"Choose, you jackass!",2.92,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia342_utt13.mp4,train_dia342_utt13
test,240,11,Joey,neutral,neutral,neutral,"An-an-anyway I-I just wanted to say that since I’m getting your brain when you leave the show, I was wondering if there was any tips you can give me",7.26,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia240_utt11.mp4,test_dia240_utt11
test,71,11,Joey,neutral,neutral,neutral,"So there you go, that’s me.",2.96,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia71_utt11.mp4,test_dia71_utt11
train,170,3,Joey,neutral,surprise,negative,"Whoa, ah!! Were you just gonna give me some lemonade?",3.38,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia170_utt3.mp4,train_dia170_utt3
train,278,6,Joey,neutral,neutral,neutral,"Hey-hey, Pheebs, check it out, we already learned a song.  Ready? One, two, three, four...",5.46,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia278_utt6.mp4,train_dia278_utt6
train,993,3,Joey,neutral,neutral,neutral,Im sending back all this stuff that Chandler bought out of guilt.,2.59,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia993_utt3.mp4,train_dia993_utt3
train,626,1,Joey,neutral,neutral,neutral,Hey!,6.72,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia626_utt1.mp4,train_dia626_utt1
train,236,2,Joey,neutral,neutral,neutral,Check this out? Huh?  Yeah. Thats the stuff. What do you think?,9.01,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia236_utt2.mp4,train_dia236_utt2
train,730,13,Joey,neutral,neutral,neutral,You got to tell me exactly what to do there.,2.71,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia730_utt13.mp4,train_dia730_utt13
train,870,6,Joey,neutral,neutral,neutral,Okay! Well need a six-pack of,3.21,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia870_utt6.mp4,train_dia870_utt6
train,197,6,Joey,neutral,neutral,neutral,Okay thats fair.,3.71,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia197_utt6.mp4,train_dia197_utt6
train,991,2,Joey,neutral,neutral,neutral,"When you say used, do you mean eat as a pre-cooking snack?",5.21,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia991_utt2.mp4,train_dia991_utt2
train,696,2,Joey,neutral,neutral,neutral,"Oh well, Chandler and Monica are over there and it's kinda hard to concentrate.",4.0,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia696_utt2.mp4,train_dia696_utt2
train,356,9,Joey,sadness,sadness,negative,Nooo. I had a story all worked out but then Chandler sold me out.,6.46,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia356_utt9.mp4,train_dia356_utt9
test,240,9,Joey,joy,joy,positive,"No. No, I’m Joey Tribbiani; we did a scene together yesterday. I-I’m the guy in the coma!",4.88,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia240_utt9.mp4,test_dia240_utt9
train,789,6,Joey,fear,fear,negative,"I-I really do, I like you a lot.",3.0,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia789_utt6.mp4,train_dia789_utt6
train,442,0,Joey,joy,joy,positive,"Oh, it's perfect!",2.71,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia442_utt0.mp4,train_dia442_utt0
train,54,17,Joey,joy,joy,positive,Of course hes gonna have his Uncle Joey!,3.8,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia54_utt17.mp4,train_dia54_utt17
train,25,1,Joey,joy,joy,positive,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",3.5,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia25_utt1.mp4,train_dia25_utt1
test,201,11,Joey,anger,anger,negative,"Sometimes I get in here just to get away from it! Hey, a nickel!!",7.26,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia201_utt11.mp4,test_dia201_utt11
train,413,2,Joey,neutral,neutral,neutral,"Same as yesterday,  same as the day before.",3.8,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia413_utt2.mp4,train_dia413_utt2
train,893,9,Joey,anger,anger,negative,"I wont spit, and I wont stare at Monicas breasts!",3.55,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia893_utt9.mp4,train_dia893_utt9
train,913,3,Joey,anger,anger,negative,"Well, you suck! But at least you suck at a man's game now.",3.34,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia913_utt3.mp4,train_dia913_utt3
train,241,11,Joey,disgust,disgust,negative,"Oh, ain't that nice? The three of you trying on slutty lingerie together.",5.55,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia241_utt11.mp4,train_dia241_utt11
dev,91,4,Joey,anger,anger,negative,What is the big deal?,2.79,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia91_utt4.mp4,dev_dia91_utt4
train,786,1,Joey,anger,anger,negative,Are you kidding me?!,2.84,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia786_utt1.mp4,train_dia786_utt1
train,170,9,Joey,neutral,neutral,neutral,"Well, sorry, I just, I thought you liked me.",4.17,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia170_utt9.mp4,train_dia170_utt9
train,203,5,Joey,neutral,neutral,neutral,A dreamless sleep.,2.52,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia203_utt5.mp4,train_dia203_utt5
train,787,5,Joey,neutral,neutral,neutral,"All right, All right, let's just get this out in the open okay?",4.92,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia787_utt5.mp4,train_dia787_utt5
train,540,3,Joey,disgust,disgust,negative,"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me.",7.3,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia540_utt3.mp4,train_dia540_utt3
train,809,5,Joey,joy,joy,positive,$500 that is a loooot of electricity!,6.42,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia809_utt5.mp4,train_dia809_utt5
train,46,7,Joey,neutral,surprise,positive,"Uh-huh, not as high as It worked! King!",4.05,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia46_utt7.mp4,train_dia46_utt7
train,745,6,Joey,neutral,neutral,neutral,Maybe you can tell me.,2.88,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia745_utt6.mp4,train_dia745_utt6
train,334,2,Joey,sadness,sadness,negative,"Listen uh, could you put Kathy on, I wanna apologize.",3.34,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia334_utt2.mp4,train_dia334_utt2
train,483,15,Joey,neutral,surprise,negative,"Yeah, is Sidney there?  Oh, this is?  Sidney's a woman.",7.59,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia483_utt15.mp4,train_dia483_utt15
test,137,14,Joey,anger,anger,negative,I think she’s trying to pull a fast one on Big Daddy!,2.5,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia137_utt14.mp4,test_dia137_utt14
train,836,8,Joey,neutral,neutral,neutral,Yeah. I realized it about a half-hour ago but I didn't want to say anything 'cause I didn't want to jinx it.,5.21,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia836_utt8.mp4,train_dia836_utt8
train,876,1,Joey,anger,anger,negative,Joey. Joey. Joey. Joey! Joey!!,5.67,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia876_utt1.mp4,train_dia876_utt1
train,252,14,Joey,joy,joy,positive,"He- he- he got in, he- he got in to San Diego.",3.09,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia252_utt14.mp4,train_dia252_utt14
train,820,9,Joey,joy,joy,positive,"Oh, and the director is supposed to be the next next Martin Scorcese.",4.3,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia820_utt9.mp4,train_dia820_utt9
dev,24,3,Joey,neutral,neutral,neutral,"But,  you’ve got one more apology to make, all right, you’ve got to apologize to Mary-Angela.",5.55,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia24_utt3.mp4,dev_dia24_utt3
train,383,9,Joey,neutral,neutral,neutral,Take my hand.,3.28,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia383_utt9.mp4,train_dia383_utt9
train,811,0,Joey,joy,joy,positive,Aaron! You gotta let me go. The guys hammered!,3.55,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia811_utt0.mp4,train_dia811_utt0
train,878,2,Joey,neutral,neutral,neutral,So are guys doing okay?,3.09,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia878_utt2.mp4,train_dia878_utt2
dev,108,0,Joey,neutral,surprise,positive,Ross! Get a shot of this. (He's carrying an issue of the,3.46,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia108_utt0.mp4,dev_dia108_utt0
train,26,6,Joey,joy,joy,positive,Oh this is great! I might actually get to play Ben's dad!,2.54,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia26_utt6.mp4,train_dia26_utt6
train,623,14,Joey,neutral,neutral,neutral,"I was uh, I was thinking I might want to pick one of those babies up for myself, I might want to get one of those",6.38,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia623_utt14.mp4,train_dia623_utt14
train,81,10,Joey,neutral,neutral,neutral,"Hey, don't look at me. This is Ross's thing.",2.88,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia81_utt10.mp4,train_dia81_utt10
test,214,4,Joey,sadness,sadness,negative,"Plus, it was, it was probably mostly my fault, anyway.",2.75,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia214_utt4.mp4,test_dia214_utt4
train,888,1,Joey,anger,anger,negative,"Dude, if you go back out there, youre gonna be Dead Ross!",3.21,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia888_utt1.mp4,train_dia888_utt1
train,990,1,Joey,neutral,neutral,neutral,Just trying to get comfortable. I can't sleep in my underwear.,5.63,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia990_utt1.mp4,train_dia990_utt1
train,412,16,Joey,neutral,surprise,negative,Oh. What do you do?,4.55,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia412_utt16.mp4,train_dia412_utt16
train,571,3,Joey,neutral,neutral,neutral,"All right, ladies and gentlemen, lets poke.",2.88,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia571_utt3.mp4,train_dia571_utt3
train,892,0,Joey,neutral,neutral,neutral,"Sure, I can hang out til I have to meet ya.  What uhHow come youre not going?",7.63,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia892_utt0.mp4,train_dia892_utt0
train,571,8,Joey,neutral,neutral,neutral,"Okay, okay, were approaching the window  Thread the needle.",9.13,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia571_utt8.mp4,train_dia571_utt8
train,418,19,Joey,sadness,sadness,negative,Oh thats terrible. Im-Im really sorry.,2.71,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia418_utt19.mp4,train_dia418_utt19
dev,21,1,Joey,neutral,neutral,neutral,"I mean he's got the monocle, he's got the top hat...",3.04,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia21_utt1.mp4,dev_dia21_utt1
train,295,21,Joey,anger,anger,negative,"What are you still doin here?! I told you, lobster ravioli!",3.75,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia295_utt21.mp4,train_dia295_utt21
dev,95,3,Joey,neutral,neutral,neutral,"Oh yeah?  Hi, Ken Adams, nice to meet you.",3.75,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia95_utt3.mp4,dev_dia95_utt3
test,49,6,Joey,neutral,neutral,neutral,I guess I'll get washed up then. Watch that sunrise.,5.05,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia49_utt6.mp4,test_dia49_utt6
dev,53,8,Joey,joy,joy,positive,"Uh, yeah, okay. Except I sorta felt like I needed a couple of seconds to get ready.",7.97,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia53_utt8.mp4,dev_dia53_utt8
train,722,8,Joey,neutral,neutral,neutral,"Yeah! In fact, to prove how much you mean to me,  here.",10.09,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia722_utt8.mp4,train_dia722_utt8
train,144,3,Joey,neutral,neutral,neutral,Ten. Okay. Now Tag theres such a thing as too many women.,5.26,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia144_utt3.mp4,train_dia144_utt3
train,851,15,Joey,neutral,neutral,neutral,"Okay. Yeah. Listen would you uh, would you like to have dinner with me tonight?",6.34,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia851_utt15.mp4,train_dia851_utt15
train,739,11,Joey,joy,joy,positive,Y'know we could clap our hands together people will love it!,3.21,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia739_utt11.mp4,train_dia739_utt11
test,121,1,Joey,joy,joy,positive,"Aww, me too. Now let's finish this and go to bed.",3.67,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia121_utt1.mp4,test_dia121_utt1
train,836,6,Joey,neutral,surprise,positive,"Wow! You realize that we've been throwing this ball, without dropping it, for like an hour?",3.84,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia836_utt6.mp4,train_dia836_utt6
train,497,2,Joey,sadness,sadness,negative,"Im not wrong! I wish I was. Im sorry. Bet that barium enema doesnt sound so bad now, huh?",13.97,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia497_utt2.mp4,train_dia497_utt2
test,168,0,Joey,neutral,neutral,neutral,"All right, okay, this is great, uh, Chandler, you get behind the desk.",3.8,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia168_utt0.mp4,test_dia168_utt0
train,884,10,Joey,neutral,surprise,negative,Yeah. Why are you getting so upset?,3.96,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia884_utt10.mp4,train_dia884_utt10
test,168,1,Joey,neutral,neutral,neutral,"And-and when she comes in hopefully, she won’t recognise you because, well, why would she?",5.3,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia168_utt1.mp4,test_dia168_utt1
train,1017,4,Joey,anger,anger,negative,"Well, I'm keeping so many things to myself these days, something was bound to slip out!",4.13,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia1017_utt4.mp4,train_dia1017_utt4
train,388,1,Joey,neutral,neutral,neutral,"Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale.",4.88,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia388_utt1.mp4,train_dia388_utt1
train,540,5,Joey,sadness,sadness,negative,"I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?",10.47,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia540_utt5.mp4,train_dia540_utt5
train,12,9,Joey,fear,fear,negative,"No way! Kay look, if I have to go to the doctor for anything its gonna be for this thing sticking out of my stomach!",6.59,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia12_utt9.mp4,train_dia12_utt9
train,893,14,Joey,joy,joy,positive,And I swear Ill do a really good job.,2.67,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia893_utt14.mp4,train_dia893_utt14
train,518,1,Joey,anger,anger,negative,"Well, why dont you tell me what youre supposed to be!",2.96,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia518_utt1.mp4,train_dia518_utt1
train,170,1,Joey,neutral,neutral,neutral,"You said, you wanna come in for some lemonade?",2.71,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia170_utt1.mp4,train_dia170_utt1
