path,label,source,speaker_id,sarcasm_label,audio_emotion_label,visual_emotion_label
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia305_utt11.mp4,0,meld_real,meld_chloe,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1011_TIE_FEA_XX__AUDIO_1011_TIE_HAP_XX_sadtalker.mp4,1,track3,crema_1011,-1,happy,fear
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\1W38PnuWIkM_007.mp4,0,cmumosei_real,mosei_1W38PnuWIkM,-1,sad,sad
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\2LpVvLemgvw_001.mp4,0,cmumosei_real,mosei_2LpVvLemgvw,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1035_DFA_FEA_XX__AUDIO_1035_DFA_HAP_XX_styletts.mp4,1,track1,crema_1035,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1066_WSI_HAP_XX__AUDIO_1066_WSI_NEU_XX_wav2lip.mp4,1,track2,crema_1066,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia277_utt0.mp4,0,meld_real,meld_joey,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia740_utt12.mp4,0,meld_real,meld_ross,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia267_utt4.mp4,0,meld_real,meld_director,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1073_DFA_DIS_XX__AUDIO_1073_DFA_FEA_XX_wav2lip.mp4,1,track2,crema_1073,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1081_DFA_HAP_XX__AUDIO_1081_DFA_NEU_XX_wav2lip.mp4,1,track2,crema_1081,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia128_utt8.mp4,0,meld_real,meld_brenda,-1,disgust,disgust
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1008_IOM_HAP_XX__AUDIO_1008_IOM_NEU_XX_sadtalker.mp4,1,track3,crema_1008,-1,neutral,happy
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia1010_utt2.mp4,0,meld_real,meld_joey,-1,joy,joy
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1021_IWW_ANG_XX__AUDIO_1021_IWW_DIS_XX_sadtalker.mp4,1,track3,crema_1021,-1,disgust,angry
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1068_IOM_HAP_XX__AUDIO_1068_IOM_NEU_XX_sadtalker.mp4,1,track3,crema_1068,-1,neutral,happy
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia171_utt8.mp4,0,meld_real,meld_director,-1,joy,joy
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1084_IWL_NEU_XX__AUDIO_1084_IWL_SAD_XX_wav2lip.mp4,1,track2,crema_1084,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_014.mp4,0,cmumosei_real,mosei_7ZzbemE4QEE,-1,sad,sad
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia811_utt2.mp4,0,meld_real,meld_richard,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\2LpVvLemgvw_005.mp4,0,cmumosei_real,mosei_2LpVvLemgvw,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1001_IOM_SAD_XX__AUDIO_1001_IOM_ANG_XX_styletts.mp4,1,track1,crema_1001,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\4HAC00EAdno_003.mp4,0,cmumosei_real,mosei_4HAC00EAdno,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\1A7dqFxx8wU_000.mp4,0,cmumosei_real,mosei_1A7dqFxx8wU,-1,happy,happy
data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia6_utt3.mp4,0,meld_real,meld_phoebe,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia119_utt4.mp4,0,meld_real,meld_joey,-1,sadness,sadness
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\6ng8CZ0ULK4_001.mp4,0,cmumosei_real,mosei_6ng8CZ0ULK4,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1081_IEO_FEA_HI__AUDIO_1081_IEO_HAP_HI_sadtalker.mp4,1,track3,crema_1081,-1,happy,fear
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\-SYSVSQnTnA_000.mp4,0,cmumosei_real,mosei_-SYSVSQnTnA,-1,happy,happy
data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia45_utt6.mp4,0,meld_real,meld_monica,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia170_utt6.mp4,0,meld_real,meld_monica,-1,disgust,disgust
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1081_IWW_NEU_XX__AUDIO_1081_IWW_SAD_XX_styletts.mp4,1,track1,crema_1081,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\8qCNtqjygW8_011.mp4,0,cmumosei_real,mosei_8qCNtqjygW8,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_012.mp4,0,cmumosei_real,mosei_7ZzbemE4QEE,-1,happy,happy
data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia83_utt0.mp4,0,meld_real,meld_monica,-1,anger,anger
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1038_IEO_HAP_HI__AUDIO_1038_IEO_NEU_XX_sadtalker.mp4,1,track3,crema_1038,-1,neutral,happy
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia141_utt0.mp4,0,meld_real,meld_mr._franklin,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1065_DFA_NEU_XX__AUDIO_1065_DFA_SAD_XX_styletts.mp4,1,track1,crema_1065,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1087_TIE_SAD_XX__AUDIO_1087_TIE_ANG_XX_wav2lip.mp4,1,track2,crema_1087,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia561_utt2.mp4,0,meld_real,meld_monica,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\1W38PnuWIkM_002.mp4,0,cmumosei_real,mosei_1W38PnuWIkM,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1041_IEO_ANG_MD__AUDIO_1041_IEO_DIS_MD_wav2lip.mp4,1,track2,crema_1041,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia256_utt2.mp4,0,meld_real,meld_rachel,-1,anger,anger
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia46_utt6.mp4,0,meld_real,meld_leslie,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\BRdw-_dbJXc_008.mp4,0,cmumosei_real,mosei_BRdw-_dbJXc,-1,happy,happy
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia210_utt2.mp4,0,meld_real,meld_richard,-1,anger,anger
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1069_WSI_NEU_XX__AUDIO_1069_WSI_SAD_XX_wav2lip.mp4,1,track2,crema_1069,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1013_IWW_FEA_XX__AUDIO_1013_IWW_HAP_XX_wav2lip.mp4,1,track2,crema_1013,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1088_IOM_HAP_XX__AUDIO_1088_IOM_NEU_XX_wav2lip.mp4,1,track2,crema_1088,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1028_DFA_HAP_XX__AUDIO_1028_DFA_NEU_XX_styletts.mp4,1,track1,crema_1028,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1001_TAI_HAP_XX__AUDIO_1001_TAI_NEU_XX_styletts.mp4,1,track1,crema_1001,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1088_IEO_HAP_LO__AUDIO_1088_IEO_NEU_XX_wav2lip.mp4,1,track2,crema_1088,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1034_ITH_SAD_XX__AUDIO_1034_ITH_ANG_XX_wav2lip.mp4,1,track2,crema_1034,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_001.mp4,0,cmumosei_real,mosei_7ZzbemE4QEE,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia63_utt0.mp4,0,meld_real,meld_phoebe,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1016_TAI_FEA_XX__AUDIO_1016_TAI_HAP_XX_wav2lip.mp4,1,track2,crema_1016,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia1_utt6.mp4,0,meld_real,meld_phoebe,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1017_IEO_SAD_LO__AUDIO_1017_IEO_ANG_LO_wav2lip.mp4,1,track2,crema_1017,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1062_ITS_ANG_XX__AUDIO_1062_ITS_DIS_XX_wav2lip.mp4,1,track2,crema_1062,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1046_WSI_ANG_XX__AUDIO_1046_WSI_DIS_XX_sadtalker.mp4,1,track3,crema_1046,-1,disgust,angry
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\1cyUKHOvdYY_000.mp4,0,cmumosei_real,mosei_1cyUKHOvdYY,-1,sad,sad
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1022_IEO_NEU_XX__AUDIO_1022_IEO_SAD_HI_sadtalker.mp4,1,track3,crema_1022,-1,sad,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia605_utt0.mp4,0,meld_real,meld_rachel,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia317_utt10.mp4,0,meld_real,meld_joey,-1,anger,anger
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia653_utt0.mp4,0,meld_real,meld_chandler,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_006.mp4,0,cmumosei_real,mosei_7ZzbemE4QEE,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1036_MTI_DIS_XX__AUDIO_1036_MTI_FEA_XX_sadtalker.mp4,1,track3,crema_1036,-1,fear,disgust
data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia93_utt4.mp4,0,meld_real,meld_phoebe,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\9BceQC_SdTM_002.mp4,0,cmumosei_real,mosei_9BceQC_SdTM,-1,sad,sad
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia194_utt1.mp4,0,meld_real,meld_phoebe,-1,joy,joy
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\1W38PnuWIkM_000.mp4,0,cmumosei_real,mosei_1W38PnuWIkM,-1,sad,sad
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1005_IOM_ANG_XX__AUDIO_1005_IOM_DIS_XX_sadtalker.mp4,1,track3,crema_1005,-1,disgust,angry
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_018.mp4,0,cmumosei_real,mosei_7ZzbemE4QEE,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_008.mp4,0,cmumosei_real,mosei_7ZzbemE4QEE,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1012_TSI_DIS_XX__AUDIO_1012_TSI_FEA_XX_styletts.mp4,1,track1,crema_1012,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1011_IOM_DIS_XX__AUDIO_1011_IOM_FEA_XX_styletts.mp4,1,track1,crema_1011,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia320_utt5.mp4,0,meld_real,meld_monica,-1,joy,joy
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia13_utt0.mp4,0,meld_real,meld_mona,-1,joy,joy
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1044_IEO_ANG_MD__AUDIO_1044_IEO_DIS_MD_wav2lip.mp4,1,track2,crema_1044,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1027_IWW_SAD_XX__AUDIO_1027_IWW_ANG_XX_sadtalker.mp4,1,track3,crema_1027,-1,angry,sad
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\95mDHiLeDCM_003.mp4,0,cmumosei_real,mosei_95mDHiLeDCM,-1,happy,happy
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia536_utt0.mp4,0,meld_real,meld_rachel,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\1cyUKHOvdYY_003.mp4,0,cmumosei_real,mosei_1cyUKHOvdYY,-1,sad,sad
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1088_TSI_HAP_XX__AUDIO_1088_TSI_NEU_XX_sadtalker.mp4,1,track3,crema_1088,-1,neutral,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1029_MTI_FEA_XX__AUDIO_1029_MTI_HAP_XX_styletts.mp4,1,track1,crema_1029,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia549_utt8.mp4,0,meld_real,meld_joey,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1010_MTI_NEU_XX__AUDIO_1010_MTI_SAD_XX_wav2lip.mp4,1,track2,crema_1010,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1054_DFA_FEA_XX__AUDIO_1054_DFA_HAP_XX_sadtalker.mp4,1,track3,crema_1054,-1,happy,fear
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1035_ITS_NEU_XX__AUDIO_1035_ITS_SAD_XX_sadtalker.mp4,1,track3,crema_1035,-1,sad,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia713_utt0.mp4,0,meld_real,meld_ross,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1010_ITS_FEA_XX__AUDIO_1010_ITS_HAP_XX_wav2lip.mp4,1,track2,crema_1010,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia977_utt3.mp4,0,meld_real,meld_rachel,-1,anger,anger
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia463_utt5.mp4,0,meld_real,meld_chandler,-1,anger,anger
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1072_DFA_ANG_XX__AUDIO_1072_DFA_DIS_XX_styletts.mp4,1,track1,crema_1072,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia53_utt6.mp4,0,meld_real,meld_richard,-1,joy,joy
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1013_TIE_NEU_XX__AUDIO_1013_TIE_SAD_XX_sadtalker.mp4,1,track3,crema_1013,-1,sad,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia55_utt0.mp4,0,meld_real,meld_danny,-1,joy,joy
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\6ng8CZ0ULK4_005.mp4,0,cmumosei_real,mosei_6ng8CZ0ULK4,-1,happy,happy
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia682_utt4.mp4,0,meld_real,meld_chandler,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1069_ITH_SAD_XX__AUDIO_1069_ITH_ANG_XX_sadtalker.mp4,1,track3,crema_1069,-1,angry,sad
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1038_TIE_SAD_XX__AUDIO_1038_TIE_ANG_XX_wav2lip.mp4,1,track2,crema_1038,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia214_utt5.mp4,0,meld_real,meld_joey,-1,joy,joy
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1035_WSI_NEU_XX__AUDIO_1035_WSI_SAD_XX_wav2lip.mp4,1,track2,crema_1035,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1062_IOM_SAD_XX__AUDIO_1062_IOM_ANG_XX_wav2lip.mp4,1,track2,crema_1062,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia185_utt3.mp4,0,meld_real,meld_joey,-1,joy,joy
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1054_WSI_HAP_XX__AUDIO_1054_WSI_NEU_XX_sadtalker.mp4,1,track3,crema_1054,-1,neutral,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1065_IOM_ANG_XX__AUDIO_1065_IOM_DIS_XX_wav2lip.mp4,1,track2,crema_1065,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\67uKYi7mslE_008.mp4,0,cmumosei_real,mosei_67uKYi7mslE,-1,happy,happy
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia632_utt15.mp4,0,meld_real,meld_rachel,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia590_utt3.mp4,0,meld_real,meld_monica,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\8qCNtqjygW8_003.mp4,0,cmumosei_real,mosei_8qCNtqjygW8,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1052_ITS_HAP_XX__AUDIO_1052_ITS_NEU_XX_styletts.mp4,1,track1,crema_1052,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia952_utt4.mp4,0,meld_real,meld_joey,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1076_ITH_FEA_XX__AUDIO_1076_ITH_HAP_XX_sadtalker.mp4,1,track3,crema_1076,-1,happy,fear
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1060_IOM_DIS_XX__AUDIO_1060_IOM_FEA_XX_styletts.mp4,1,track1,crema_1060,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia849_utt8.mp4,0,meld_real,meld_joey,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\3sUS8vXbRwg_003.mp4,0,cmumosei_real,mosei_3sUS8vXbRwg,-1,happy,happy
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia44_utt2.mp4,0,meld_real,meld_chandler,-1,joy,joy
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_035.mp4,0,cmumosei_real,mosei_7ZzbemE4QEE,-1,disgust,disgust
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia71_utt1.mp4,0,meld_real,meld_the_director,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1087_IEO_SAD_LO__AUDIO_1087_IEO_ANG_LO_sadtalker.mp4,1,track3,crema_1087,-1,angry,sad
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\C-UUQju3bXo_000.mp4,0,cmumosei_real,mosei_C-UUQju3bXo,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1010_TAI_NEU_XX__AUDIO_1010_TAI_SAD_XX_wav2lip.mp4,1,track2,crema_1010,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\8qCNtqjygW8_010.mp4,0,cmumosei_real,mosei_8qCNtqjygW8,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\1A7dqFxx8wU_006.mp4,0,cmumosei_real,mosei_1A7dqFxx8wU,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1065_ITH_DIS_XX__AUDIO_1065_ITH_FEA_XX_styletts.mp4,1,track1,crema_1065,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1001_ITH_FEA_XX__AUDIO_1001_ITH_HAP_XX_sadtalker.mp4,1,track3,crema_1001,-1,happy,fear
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1084_ITS_DIS_XX__AUDIO_1084_ITS_FEA_XX_styletts.mp4,1,track1,crema_1084,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia74_utt9.mp4,0,meld_real,meld_ross,-1,sadness,sadness
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1049_TSI_FEA_XX__AUDIO_1049_TSI_HAP_XX_styletts.mp4,1,track1,crema_1049,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia938_utt7.mp4,0,meld_real,meld_joey,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1001_ITH_NEU_XX__AUDIO_1001_ITH_SAD_XX_wav2lip.mp4,1,track2,crema_1001,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1031_IEO_DIS_MD__AUDIO_1031_IEO_FEA_MD_sadtalker.mp4,1,track3,crema_1031,-1,fear,disgust
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1087_IWL_HAP_XX__AUDIO_1087_IWL_NEU_XX_sadtalker.mp4,1,track3,crema_1087,-1,neutral,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1047_DFA_DIS_XX__AUDIO_1047_DFA_FEA_XX_sadtalker.mp4,1,track3,crema_1047,-1,fear,disgust
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1001_IEO_ANG_LO__AUDIO_1001_IEO_DIS_LO_wav2lip.mp4,1,track2,crema_1001,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia626_utt12.mp4,0,meld_real,meld_joey,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\6ng8CZ0ULK4_002.mp4,0,cmumosei_real,mosei_6ng8CZ0ULK4,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1088_IWL_HAP_XX__AUDIO_1088_IWL_NEU_XX_styletts.mp4,1,track1,crema_1088,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia21_utt3.mp4,0,meld_real,meld_phoebe,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1070_TSI_NEU_XX__AUDIO_1070_TSI_SAD_XX_styletts.mp4,1,track1,crema_1070,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1012_IOM_SAD_XX__AUDIO_1012_IOM_ANG_XX_sadtalker.mp4,1,track3,crema_1012,-1,angry,sad
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1082_TIE_SAD_XX__AUDIO_1082_TIE_ANG_XX_sadtalker.mp4,1,track3,crema_1082,-1,angry,sad
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia926_utt1.mp4,0,meld_real,meld_monica,-1,sadness,sadness
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1014_IOM_FEA_XX__AUDIO_1014_IOM_HAP_XX_styletts.mp4,1,track1,crema_1014,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia223_utt10.mp4,0,meld_real,meld_chandler,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1003_ITH_NEU_XX__AUDIO_1003_ITH_SAD_XX_sadtalker.mp4,1,track3,crema_1003,-1,sad,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia140_utt2.mp4,0,meld_real,meld_phoebe,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1078_IEO_HAP_LO__AUDIO_1078_IEO_NEU_XX_styletts.mp4,1,track1,crema_1078,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_037.mp4,0,cmumosei_real,mosei_7ZzbemE4QEE,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1004_IWW_DIS_XX__AUDIO_1004_IWW_FEA_XX_wav2lip.mp4,1,track2,crema_1004,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1089_WSI_FEA_XX__AUDIO_1089_WSI_HAP_XX_wav2lip.mp4,1,track2,crema_1089,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia953_utt11.mp4,0,meld_real,meld_phoebe,-1,sadness,sadness
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1080_MTI_NEU_XX__AUDIO_1080_MTI_SAD_XX_sadtalker.mp4,1,track3,crema_1080,-1,sad,neutral
