output_stem,output_path,label,status,method,actor_id,sentence_key,video_emotion,audio_emotion,processed
FAKE_T3_1021_IEO_SAD_HI__AUDIO_1021_IEO_ANG_HI_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_IEO_SAD_HI__AUDIO_1021_IEO_ANG_HI_sadtalker.mp4,1,done,sadtalker,1021,IEO,sad,angry,yes
FAKE_T3_1021_IEO_SAD_LO__AUDIO_1021_IEO_ANG_LO_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_IEO_SAD_LO__AUDIO_1021_IEO_ANG_LO_sadtalker.mp4,1,done,sadtalker,1021,IEO,sad,angry,yes
FAKE_T3_1021_IEO_SAD_MD__AUDIO_1021_IEO_ANG_MD_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_IEO_SAD_MD__AUDIO_1021_IEO_ANG_MD_sadtalker.mp4,1,done,sadtalker,1021,IEO,sad,angry,yes
FAKE_T3_1021_IOM_HAP_XX__AUDIO_1021_IOM_NEU_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_IOM_HAP_XX__AUDIO_1021_IOM_NEU_XX_sadtalker.mp4,1,done,sadtalker,1021,IOM,happy,neutral,yes
FAKE_T3_1021_IOM_NEU_XX__AUDIO_1021_IOM_SAD_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_IOM_NEU_XX__AUDIO_1021_IOM_SAD_XX_sadtalker.mp4,1,done,sadtalker,1021,IOM,neutral,sad,yes
FAKE_T3_1021_ITH_FEA_XX__AUDIO_1021_ITH_HAP_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_ITH_FEA_XX__AUDIO_1021_ITH_HAP_XX_sadtalker.mp4,1,done,sadtalker,1021,ITH,fear,happy,yes
FAKE_T3_1021_ITH_NEU_XX__AUDIO_1021_ITH_SAD_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_ITH_NEU_XX__AUDIO_1021_ITH_SAD_XX_sadtalker.mp4,1,done,sadtalker,1021,ITH,neutral,sad,yes
FAKE_T3_1021_ITH_SAD_XX__AUDIO_1021_ITH_ANG_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_ITH_SAD_XX__AUDIO_1021_ITH_ANG_XX_sadtalker.mp4,1,done,sadtalker,1021,ITH,sad,angry,yes
FAKE_T3_1021_ITS_ANG_XX__AUDIO_1021_ITS_DIS_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_ITS_ANG_XX__AUDIO_1021_ITS_DIS_XX_sadtalker.mp4,1,done,sadtalker,1021,ITS,angry,disgust,yes
FAKE_T3_1021_ITS_DIS_XX__AUDIO_1021_ITS_FEA_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_ITS_DIS_XX__AUDIO_1021_ITS_FEA_XX_sadtalker.mp4,1,done,sadtalker,1021,ITS,disgust,fear,yes
FAKE_T3_1021_ITS_FEA_XX__AUDIO_1021_ITS_HAP_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_ITS_FEA_XX__AUDIO_1021_ITS_HAP_XX_sadtalker.mp4,1,done,sadtalker,1021,ITS,fear,happy,yes
FAKE_T3_1021_ITS_HAP_XX__AUDIO_1021_ITS_NEU_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_ITS_HAP_XX__AUDIO_1021_ITS_NEU_XX_sadtalker.mp4,1,done,sadtalker,1021,ITS,happy,neutral,yes
FAKE_T3_1021_ITS_SAD_XX__AUDIO_1021_ITS_ANG_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_ITS_SAD_XX__AUDIO_1021_ITS_ANG_XX_sadtalker.mp4,1,done,sadtalker,1021,ITS,sad,angry,yes
FAKE_T3_1021_IWL_DIS_XX__AUDIO_1021_IWL_FEA_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_IWL_DIS_XX__AUDIO_1021_IWL_FEA_XX_sadtalker.mp4,1,done,sadtalker,1021,IWL,disgust,fear,yes
FAKE_T3_1021_IWL_HAP_XX__AUDIO_1021_IWL_NEU_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_IWL_HAP_XX__AUDIO_1021_IWL_NEU_XX_sadtalker.mp4,1,done,sadtalker,1021,IWL,happy,neutral,yes
FAKE_T3_1021_IWL_NEU_XX__AUDIO_1021_IWL_SAD_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_IWL_NEU_XX__AUDIO_1021_IWL_SAD_XX_sadtalker.mp4,1,done,sadtalker,1021,IWL,neutral,sad,yes
FAKE_T3_1021_IWL_SAD_XX__AUDIO_1021_IWL_ANG_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_IWL_SAD_XX__AUDIO_1021_IWL_ANG_XX_sadtalker.mp4,1,done,sadtalker,1021,IWL,sad,angry,yes
FAKE_T3_1021_IWW_ANG_XX__AUDIO_1021_IWW_DIS_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_IWW_ANG_XX__AUDIO_1021_IWW_DIS_XX_sadtalker.mp4,1,done,sadtalker,1021,IWW,angry,disgust,yes
FAKE_T3_1021_IWW_FEA_XX__AUDIO_1021_IWW_HAP_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_IWW_FEA_XX__AUDIO_1021_IWW_HAP_XX_sadtalker.mp4,1,done,sadtalker,1021,IWW,fear,happy,yes
FAKE_T3_1021_MTI_FEA_XX__AUDIO_1021_MTI_HAP_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_MTI_FEA_XX__AUDIO_1021_MTI_HAP_XX_sadtalker.mp4,1,done,sadtalker,1021,MTI,fear,happy,yes
FAKE_T3_1021_MTI_HAP_XX__AUDIO_1021_MTI_NEU_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_MTI_HAP_XX__AUDIO_1021_MTI_NEU_XX_sadtalker.mp4,1,done,sadtalker,1021,MTI,happy,neutral,yes
FAKE_T3_1021_MTI_SAD_XX__AUDIO_1021_MTI_ANG_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_MTI_SAD_XX__AUDIO_1021_MTI_ANG_XX_sadtalker.mp4,1,done,sadtalker,1021,MTI,sad,angry,yes
FAKE_T3_1021_TAI_ANG_XX__AUDIO_1021_TAI_DIS_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_TAI_ANG_XX__AUDIO_1021_TAI_DIS_XX_sadtalker.mp4,1,done,sadtalker,1021,TAI,angry,disgust,yes
FAKE_T3_1021_TAI_FEA_XX__AUDIO_1021_TAI_HAP_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_TAI_FEA_XX__AUDIO_1021_TAI_HAP_XX_sadtalker.mp4,1,done,sadtalker,1021,TAI,fear,happy,yes
FAKE_T3_1021_TIE_ANG_XX__AUDIO_1021_TIE_DIS_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_TIE_ANG_XX__AUDIO_1021_TIE_DIS_XX_sadtalker.mp4,1,done,sadtalker,1021,TIE,angry,disgust,yes
FAKE_T3_1021_TIE_HAP_XX__AUDIO_1021_TIE_NEU_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_TIE_HAP_XX__AUDIO_1021_TIE_NEU_XX_sadtalker.mp4,1,done,sadtalker,1021,TIE,happy,neutral,yes
FAKE_T3_1021_TIE_NEU_XX__AUDIO_1021_TIE_SAD_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_TIE_NEU_XX__AUDIO_1021_TIE_SAD_XX_sadtalker.mp4,1,done,sadtalker,1021,TIE,neutral,sad,yes
FAKE_T3_1021_TIE_SAD_XX__AUDIO_1021_TIE_ANG_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_TIE_SAD_XX__AUDIO_1021_TIE_ANG_XX_sadtalker.mp4,1,done,sadtalker,1021,TIE,sad,angry,yes
FAKE_T3_1021_TSI_ANG_XX__AUDIO_1021_TSI_DIS_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_TSI_ANG_XX__AUDIO_1021_TSI_DIS_XX_sadtalker.mp4,1,done,sadtalker,1021,TSI,angry,disgust,yes
FAKE_T3_1021_TSI_DIS_XX__AUDIO_1021_TSI_FEA_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_TSI_DIS_XX__AUDIO_1021_TSI_FEA_XX_sadtalker.mp4,1,done,sadtalker,1021,TSI,disgust,fear,yes
FAKE_T3_1021_TSI_FEA_XX__AUDIO_1021_TSI_HAP_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_TSI_FEA_XX__AUDIO_1021_TSI_HAP_XX_sadtalker.mp4,1,done,sadtalker,1021,TSI,fear,happy,yes
FAKE_T3_1021_TSI_HAP_XX__AUDIO_1021_TSI_NEU_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_TSI_HAP_XX__AUDIO_1021_TSI_NEU_XX_sadtalker.mp4,1,done,sadtalker,1021,TSI,happy,neutral,yes
FAKE_T3_1021_TSI_SAD_XX__AUDIO_1021_TSI_ANG_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_TSI_SAD_XX__AUDIO_1021_TSI_ANG_XX_sadtalker.mp4,1,done,sadtalker,1021,TSI,sad,angry,yes
FAKE_T3_1021_WSI_ANG_XX__AUDIO_1021_WSI_DIS_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_WSI_ANG_XX__AUDIO_1021_WSI_DIS_XX_sadtalker.mp4,1,done,sadtalker,1021,WSI,angry,disgust,yes
FAKE_T3_1021_WSI_HAP_XX__AUDIO_1021_WSI_NEU_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_WSI_HAP_XX__AUDIO_1021_WSI_NEU_XX_sadtalker.mp4,1,done,sadtalker,1021,WSI,happy,neutral,yes
FAKE_T3_1021_WSI_SAD_XX__AUDIO_1021_WSI_ANG_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1021_WSI_SAD_XX__AUDIO_1021_WSI_ANG_XX_sadtalker.mp4,1,done,sadtalker,1021,WSI,sad,angry,yes
FAKE_T3_1022_DFA_HAP_XX__AUDIO_1022_DFA_NEU_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_DFA_HAP_XX__AUDIO_1022_DFA_NEU_XX_sadtalker.mp4,1,done,sadtalker,1022,DFA,happy,neutral,yes
FAKE_T3_1022_DFA_NEU_XX__AUDIO_1022_DFA_SAD_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_DFA_NEU_XX__AUDIO_1022_DFA_SAD_XX_sadtalker.mp4,1,done,sadtalker,1022,DFA,neutral,sad,yes
FAKE_T3_1022_DFA_SAD_XX__AUDIO_1022_DFA_ANG_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_DFA_SAD_XX__AUDIO_1022_DFA_ANG_XX_sadtalker.mp4,1,done,sadtalker,1022,DFA,sad,angry,yes
FAKE_T3_1022_IEO_ANG_HI__AUDIO_1022_IEO_DIS_HI_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_IEO_ANG_HI__AUDIO_1022_IEO_DIS_HI_sadtalker.mp4,1,done,sadtalker,1022,IEO,angry,disgust,yes
FAKE_T3_1022_IEO_ANG_MD__AUDIO_1022_IEO_DIS_MD_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_IEO_ANG_MD__AUDIO_1022_IEO_DIS_MD_sadtalker.mp4,1,done,sadtalker,1022,IEO,angry,disgust,yes
FAKE_T3_1022_IEO_DIS_HI__AUDIO_1022_IEO_FEA_HI_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_IEO_DIS_HI__AUDIO_1022_IEO_FEA_HI_sadtalker.mp4,1,done,sadtalker,1022,IEO,disgust,fear,yes
FAKE_T3_1022_IEO_DIS_LO__AUDIO_1022_IEO_FEA_LO_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_IEO_DIS_LO__AUDIO_1022_IEO_FEA_LO_sadtalker.mp4,1,done,sadtalker,1022,IEO,disgust,fear,yes
FAKE_T3_1022_IEO_FEA_HI__AUDIO_1022_IEO_HAP_HI_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_IEO_FEA_HI__AUDIO_1022_IEO_HAP_HI_sadtalker.mp4,1,done,sadtalker,1022,IEO,fear,happy,yes
FAKE_T3_1022_IEO_FEA_MD__AUDIO_1022_IEO_HAP_MD_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_IEO_FEA_MD__AUDIO_1022_IEO_HAP_MD_sadtalker.mp4,1,done,sadtalker,1022,IEO,fear,happy,yes
FAKE_T3_1022_IEO_HAP_HI__AUDIO_1022_IEO_NEU_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_IEO_HAP_HI__AUDIO_1022_IEO_NEU_XX_sadtalker.mp4,1,done,sadtalker,1022,IEO,happy,neutral,yes
FAKE_T3_1022_IEO_NEU_XX__AUDIO_1022_IEO_SAD_HI_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_IEO_NEU_XX__AUDIO_1022_IEO_SAD_HI_sadtalker.mp4,1,done,sadtalker,1022,IEO,neutral,sad,yes
FAKE_T3_1022_IEO_SAD_HI__AUDIO_1022_IEO_ANG_HI_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_IEO_SAD_HI__AUDIO_1022_IEO_ANG_HI_sadtalker.mp4,1,done,sadtalker,1022,IEO,sad,angry,yes
FAKE_T3_1022_IEO_SAD_MD__AUDIO_1022_IEO_ANG_MD_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_IEO_SAD_MD__AUDIO_1022_IEO_ANG_MD_sadtalker.mp4,1,done,sadtalker,1022,IEO,sad,angry,yes
FAKE_T3_1022_IOM_DIS_XX__AUDIO_1022_IOM_FEA_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_IOM_DIS_XX__AUDIO_1022_IOM_FEA_XX_sadtalker.mp4,1,done,sadtalker,1022,IOM,disgust,fear,yes
FAKE_T3_1022_IOM_SAD_XX__AUDIO_1022_IOM_ANG_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_IOM_SAD_XX__AUDIO_1022_IOM_ANG_XX_sadtalker.mp4,1,done,sadtalker,1022,IOM,sad,angry,yes
FAKE_T3_1022_ITH_ANG_XX__AUDIO_1022_ITH_DIS_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_ITH_ANG_XX__AUDIO_1022_ITH_DIS_XX_sadtalker.mp4,1,done,sadtalker,1022,ITH,angry,disgust,yes
FAKE_T3_1022_ITH_NEU_XX__AUDIO_1022_ITH_SAD_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_ITH_NEU_XX__AUDIO_1022_ITH_SAD_XX_sadtalker.mp4,1,done,sadtalker,1022,ITH,neutral,sad,yes
FAKE_T3_1022_ITS_ANG_XX__AUDIO_1022_ITS_DIS_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_ITS_ANG_XX__AUDIO_1022_ITS_DIS_XX_sadtalker.mp4,1,done,sadtalker,1022,ITS,angry,disgust,yes
FAKE_T3_1022_ITS_FEA_XX__AUDIO_1022_ITS_HAP_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_ITS_FEA_XX__AUDIO_1022_ITS_HAP_XX_sadtalker.mp4,1,done,sadtalker,1022,ITS,fear,happy,yes
FAKE_T3_1022_ITS_HAP_XX__AUDIO_1022_ITS_NEU_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_ITS_HAP_XX__AUDIO_1022_ITS_NEU_XX_sadtalker.mp4,1,done,sadtalker,1022,ITS,happy,neutral,yes
FAKE_T3_1022_IWL_DIS_XX__AUDIO_1022_IWL_FEA_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_IWL_DIS_XX__AUDIO_1022_IWL_FEA_XX_sadtalker.mp4,1,done,sadtalker,1022,IWL,disgust,fear,yes
FAKE_T3_1022_IWL_SAD_XX__AUDIO_1022_IWL_ANG_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_IWL_SAD_XX__AUDIO_1022_IWL_ANG_XX_sadtalker.mp4,1,done,sadtalker,1022,IWL,sad,angry,yes
FAKE_T3_1022_IWW_DIS_XX__AUDIO_1022_IWW_FEA_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_IWW_DIS_XX__AUDIO_1022_IWW_FEA_XX_sadtalker.mp4,1,done,sadtalker,1022,IWW,disgust,fear,yes
FAKE_T3_1022_IWW_HAP_XX__AUDIO_1022_IWW_NEU_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_IWW_HAP_XX__AUDIO_1022_IWW_NEU_XX_sadtalker.mp4,1,done,sadtalker,1022,IWW,happy,neutral,yes
FAKE_T3_1022_MTI_ANG_XX__AUDIO_1022_MTI_DIS_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_MTI_ANG_XX__AUDIO_1022_MTI_DIS_XX_sadtalker.mp4,1,done,sadtalker,1022,MTI,angry,disgust,yes
FAKE_T3_1022_MTI_DIS_XX__AUDIO_1022_MTI_FEA_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_MTI_DIS_XX__AUDIO_1022_MTI_FEA_XX_sadtalker.mp4,1,done,sadtalker,1022,MTI,disgust,fear,yes
FAKE_T3_1022_MTI_FEA_XX__AUDIO_1022_MTI_HAP_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_MTI_FEA_XX__AUDIO_1022_MTI_HAP_XX_sadtalker.mp4,1,done,sadtalker,1022,MTI,fear,happy,yes
FAKE_T3_1022_MTI_HAP_XX__AUDIO_1022_MTI_NEU_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_MTI_HAP_XX__AUDIO_1022_MTI_NEU_XX_sadtalker.mp4,1,done,sadtalker,1022,MTI,happy,neutral,yes
FAKE_T3_1022_MTI_NEU_XX__AUDIO_1022_MTI_SAD_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_MTI_NEU_XX__AUDIO_1022_MTI_SAD_XX_sadtalker.mp4,1,done,sadtalker,1022,MTI,neutral,sad,yes
FAKE_T3_1022_TAI_ANG_XX__AUDIO_1022_TAI_DIS_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_TAI_ANG_XX__AUDIO_1022_TAI_DIS_XX_sadtalker.mp4,1,done,sadtalker,1022,TAI,angry,disgust,yes
FAKE_T3_1022_TAI_DIS_XX__AUDIO_1022_TAI_FEA_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_TAI_DIS_XX__AUDIO_1022_TAI_FEA_XX_sadtalker.mp4,1,done,sadtalker,1022,TAI,disgust,fear,yes
FAKE_T3_1022_TAI_FEA_XX__AUDIO_1022_TAI_HAP_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_TAI_FEA_XX__AUDIO_1022_TAI_HAP_XX_sadtalker.mp4,1,done,sadtalker,1022,TAI,fear,happy,yes
FAKE_T3_1022_TAI_NEU_XX__AUDIO_1022_TAI_SAD_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_TAI_NEU_XX__AUDIO_1022_TAI_SAD_XX_sadtalker.mp4,1,done,sadtalker,1022,TAI,neutral,sad,yes
FAKE_T3_1022_TAI_SAD_XX__AUDIO_1022_TAI_ANG_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_TAI_SAD_XX__AUDIO_1022_TAI_ANG_XX_sadtalker.mp4,1,done,sadtalker,1022,TAI,sad,angry,yes
FAKE_T3_1022_TIE_ANG_XX__AUDIO_1022_TIE_DIS_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_TIE_ANG_XX__AUDIO_1022_TIE_DIS_XX_sadtalker.mp4,1,done,sadtalker,1022,TIE,angry,disgust,yes
FAKE_T3_1022_TIE_SAD_XX__AUDIO_1022_TIE_ANG_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_TIE_SAD_XX__AUDIO_1022_TIE_ANG_XX_sadtalker.mp4,1,done,sadtalker,1022,TIE,sad,angry,yes
FAKE_T3_1022_TSI_NEU_XX__AUDIO_1022_TSI_SAD_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_TSI_NEU_XX__AUDIO_1022_TSI_SAD_XX_sadtalker.mp4,1,done,sadtalker,1022,TSI,neutral,sad,yes
FAKE_T3_1022_TSI_SAD_XX__AUDIO_1022_TSI_ANG_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_TSI_SAD_XX__AUDIO_1022_TSI_ANG_XX_sadtalker.mp4,1,done,sadtalker,1022,TSI,sad,angry,yes
FAKE_T3_1022_WSI_ANG_XX__AUDIO_1022_WSI_DIS_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_WSI_ANG_XX__AUDIO_1022_WSI_DIS_XX_sadtalker.mp4,1,done,sadtalker,1022,WSI,angry,disgust,yes
FAKE_T3_1022_WSI_HAP_XX__AUDIO_1022_WSI_NEU_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_WSI_HAP_XX__AUDIO_1022_WSI_NEU_XX_sadtalker.mp4,1,done,sadtalker,1022,WSI,happy,neutral,yes
FAKE_T3_1022_WSI_SAD_XX__AUDIO_1022_WSI_ANG_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1022_WSI_SAD_XX__AUDIO_1022_WSI_ANG_XX_sadtalker.mp4,1,done,sadtalker,1022,WSI,sad,angry,yes
FAKE_T3_1023_DFA_ANG_XX__AUDIO_1023_DFA_DIS_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_DFA_ANG_XX__AUDIO_1023_DFA_DIS_XX_sadtalker.mp4,1,done,sadtalker,1023,DFA,angry,disgust,yes
FAKE_T3_1023_DFA_DIS_XX__AUDIO_1023_DFA_FEA_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_DFA_DIS_XX__AUDIO_1023_DFA_FEA_XX_sadtalker.mp4,1,done,sadtalker,1023,DFA,disgust,fear,yes
FAKE_T3_1023_DFA_FEA_XX__AUDIO_1023_DFA_HAP_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_DFA_FEA_XX__AUDIO_1023_DFA_HAP_XX_sadtalker.mp4,1,done,sadtalker,1023,DFA,fear,happy,yes
FAKE_T3_1023_DFA_HAP_XX__AUDIO_1023_DFA_NEU_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_DFA_HAP_XX__AUDIO_1023_DFA_NEU_XX_sadtalker.mp4,1,done,sadtalker,1023,DFA,happy,neutral,yes
FAKE_T3_1023_DFA_NEU_XX__AUDIO_1023_DFA_SAD_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_DFA_NEU_XX__AUDIO_1023_DFA_SAD_XX_sadtalker.mp4,1,done,sadtalker,1023,DFA,neutral,sad,yes
FAKE_T3_1023_IEO_ANG_LO__AUDIO_1023_IEO_DIS_LO_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_IEO_ANG_LO__AUDIO_1023_IEO_DIS_LO_sadtalker.mp4,1,done,sadtalker,1023,IEO,angry,disgust,yes
FAKE_T3_1023_IEO_ANG_MD__AUDIO_1023_IEO_DIS_MD_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_IEO_ANG_MD__AUDIO_1023_IEO_DIS_MD_sadtalker.mp4,1,done,sadtalker,1023,IEO,angry,disgust,yes
FAKE_T3_1023_IEO_FEA_MD__AUDIO_1023_IEO_HAP_MD_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_IEO_FEA_MD__AUDIO_1023_IEO_HAP_MD_sadtalker.mp4,1,done,sadtalker,1023,IEO,fear,happy,yes
FAKE_T3_1023_IEO_HAP_HI__AUDIO_1023_IEO_NEU_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_IEO_HAP_HI__AUDIO_1023_IEO_NEU_XX_sadtalker.mp4,1,done,sadtalker,1023,IEO,happy,neutral,yes
FAKE_T3_1023_IEO_SAD_HI__AUDIO_1023_IEO_ANG_HI_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_IEO_SAD_HI__AUDIO_1023_IEO_ANG_HI_sadtalker.mp4,1,done,sadtalker,1023,IEO,sad,angry,yes
FAKE_T3_1023_IOM_ANG_XX__AUDIO_1023_IOM_DIS_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_IOM_ANG_XX__AUDIO_1023_IOM_DIS_XX_sadtalker.mp4,1,done,sadtalker,1023,IOM,angry,disgust,yes
FAKE_T3_1023_IOM_NEU_XX__AUDIO_1023_IOM_SAD_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_IOM_NEU_XX__AUDIO_1023_IOM_SAD_XX_sadtalker.mp4,1,done,sadtalker,1023,IOM,neutral,sad,yes
FAKE_T3_1023_ITH_DIS_XX__AUDIO_1023_ITH_FEA_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_ITH_DIS_XX__AUDIO_1023_ITH_FEA_XX_sadtalker.mp4,1,done,sadtalker,1023,ITH,disgust,fear,yes
FAKE_T3_1023_ITS_DIS_XX__AUDIO_1023_ITS_FEA_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_ITS_DIS_XX__AUDIO_1023_ITS_FEA_XX_sadtalker.mp4,1,done,sadtalker,1023,ITS,disgust,fear,yes
FAKE_T3_1023_ITS_FEA_XX__AUDIO_1023_ITS_HAP_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_ITS_FEA_XX__AUDIO_1023_ITS_HAP_XX_sadtalker.mp4,1,done,sadtalker,1023,ITS,fear,happy,yes
FAKE_T3_1023_ITS_HAP_XX__AUDIO_1023_ITS_NEU_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_ITS_HAP_XX__AUDIO_1023_ITS_NEU_XX_sadtalker.mp4,1,done,sadtalker,1023,ITS,happy,neutral,yes
FAKE_T3_1023_ITS_SAD_XX__AUDIO_1023_ITS_ANG_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_ITS_SAD_XX__AUDIO_1023_ITS_ANG_XX_sadtalker.mp4,1,done,sadtalker,1023,ITS,sad,angry,yes
FAKE_T3_1023_IWL_ANG_XX__AUDIO_1023_IWL_DIS_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_IWL_ANG_XX__AUDIO_1023_IWL_DIS_XX_sadtalker.mp4,1,done,sadtalker,1023,IWL,angry,disgust,yes
FAKE_T3_1023_IWL_FEA_XX__AUDIO_1023_IWL_HAP_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_IWL_FEA_XX__AUDIO_1023_IWL_HAP_XX_sadtalker.mp4,1,done,sadtalker,1023,IWL,fear,happy,yes
FAKE_T3_1023_IWW_DIS_XX__AUDIO_1023_IWW_FEA_XX_sadtalker,data\synthetic\track3_fakes\videos\FAKE_T3_1023_IWW_DIS_XX__AUDIO_1023_IWW_FEA_XX_sadtalker.mp4,1,done,sadtalker,1023,IWW,disgust,fear,yes
